"","cutoff","predType","startDate","endDate","mape","mae","mse","rmse","smape","minlag","maxlag","penalty","alpha_in","rmcc","rmth","smth","limitRange","basisdim","firstcutoff","lastcutoff","cutoffinterval","umd","ccfr","nsum","umd_smooth"
"16",2020-12-03,"nearFuture",2020-12-04,2020-12-10,0.460288862661458,1663.62571072016,3651934.67531881,1911.00357804971,0.432093203025702,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE
"17",2020-12-04,"nearFuture",2020-12-05,2020-12-11,0.531754628744504,1904.33345842991,4990903.56703481,2234.03302729275,0.488497552270437,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE
"18",2020-12-05,"nearFuture",2020-12-06,2020-12-14,1.16223830300971,4172.16280743529,40608487.6475565,6372.47892484208,0.599036855741826,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE
"19",2020-12-06,"nearFuture",2020-12-07,2020-12-13,2.11659301067093,8491.46905107645,252463953.161227,15889.1142975695,0.655326579846364,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE
"20",2020-12-07,"nearFuture",2020-12-08,2020-12-16,0.786710492549191,2621.50336028205,10140704.1561958,3184.4472292999,0.597726073938251,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE
"21",2020-12-08,"nearFuture",2020-12-09,2020-12-17,1.00901293497947,3076.00175333233,16733755.6119831,4090.6913366793,0.644547284806775,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE
"22",2020-12-09,"nearFuture",2020-12-10,2020-12-17,1.69850486803713,5972.35769247956,97303227.5018082,9864.2398339562,0.723659878266054,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE
"23",2020-12-10,"nearFuture",2020-12-11,2020-12-19,1.55568838768181,5979.12776490152,79438262.0675521,8912.8144863198,0.739248368255015,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE
"24",2020-12-11,"nearFuture",2020-12-12,2020-12-20,890.767850020996,2352239.11870836,49461296804552.7,7032872.58554801,1.05665573568016,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE
"25",2020-12-12,"nearFuture",2020-12-13,2020-12-20,220.89578557152,585783.21599358,2650356539865.43,1627991.56627589,1.03059441918434,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE
"26",2020-12-13,"nearFuture",2020-12-14,2020-12-20,1145.72006315962,3023148.71668857,63856007898992.8,7990995.42604004,0.863339595054372,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE
"27",2020-12-14,"nearFuture",2020-12-15,2020-12-20,742.64015430401,1959763.08671461,23001099804086,4795946.18444432,0.785058015993492,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE
"28",2020-12-15,"nearFuture",2020-12-16,2020-12-20,0.799253630344414,3318.41036232323,13958552.0380631,3736.11456436538,0.608686034557289,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE
"29",2020-12-16,"nearFuture",2020-12-17,2020-12-20,0.133815405164316,547.254643365998,501285.381651828,708.015099875581,0.122775439554545,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE
"30",2020-12-17,"nearFuture",2020-12-18,2020-12-20,0.444239341983418,1709.44641744995,4036265.82967367,2009.04599988991,0.344254791642588,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE
"31",2020-12-18,"nearFuture",2020-12-19,2020-12-20,0.120310095048377,414.167278825026,217470.797525818,466.337643264854,0.130815689332074,7,60,FALSE,0.5,FALSE,0.9,FALSE,TRUE,NA,2020-11-18,2020-12-18,1,FALSE,FALSE,FALSE,FALSE
