"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_fatalities_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-09-04",0,0,0,0,0.00112211844647349,0,0
"2020-09-05",0,0,0,0,0.0011096008085398,0,0
"2020-09-06",0,0,0,0,0.00107333068793219,0,0
"2020-09-07",0,0,0,0,0.0010504938647837,0,0
"2020-09-08",0,0,0,0,0.00102860857593405,0,0
"2020-09-09",0,0,0,0,0.0010076165641803,0,0
"2020-09-10",0,0,0,0,0.000987464232896694,0,0
"2020-09-11",0,0,0,0,0.000968102189114411,0,0
"2020-09-12",0,0,0,0,0.000949484839328625,0,0
"2020-09-13",0,0,0,0,0.000931570031036693,0,0
"2020-09-14",0,0,0,0,0.000914318734166671,0,0
"2020-09-15",0,0,0,0,0.000897694757181483,0,0
"2020-09-16",0,0,0,0,0.000881664695807672,0,0
"2020-09-17",0,0,0,0,0.000866196695523444,0,0
"2020-09-18",0,0,0,0,0.000851262269738561,0,0
"2020-09-19",0,0,0,0,0.000836834095675199,0,0
"2020-09-20",0,0,0,0,0.000822886978871847,0,0
"2020-09-21",0,0,0,0,0.000809396912212182,0,0
"2020-09-22",0,0,0,0,0.000796342123305864,0,0
"2020-09-23",0,0,0,0,0.000783701772232908,0,0
"2020-09-24",0,0,0,0,0.000771456431950725,0,0
"2020-09-25",0,0,0,0,0.000759587871459047,0,0
"2020-09-26",0,0,0,0,0.000748078964316036,0,0
"2020-09-27",0,0,0,0,0.000736913606639377,0,0
"2020-09-28",0,0,0,0,0.000726076641835865,0,0
"2020-09-29",0,0,0,0,0.000715553791954189,0,0
"2020-09-30",0,0,0,0,0.000705331594926274,0,0
"2020-10-01",0,0,0,0,0.000695397347110414,0,0
"2020-10-02",0,0,0,0,0.000685739050622773,0,0
"2020-10-03",0,0,0,0,0.000676345364997806,0,0
"2020-10-04",0,0,0,0,0.000667205562768108,0,0
"2020-10-05",0,0,0,0,0.000658309488597872,0,0
"2020-10-06",0,0,0,0,0.000649647521642639,0,0
"2020-10-07",0,0,0,0,0.000641210540842087,0,0
"2020-10-08",0,0,0,0,0.000632989892882577,0,0
"2020-10-09",0,0,0,0,0.000624977362592926,0,0
"2020-10-10",0,0,0,0,0.000617165145560518,0,0
"2020-10-11",0,0,0,0,0.000609545822893999,0,0
"2020-10-12",0,0,0,0,0.000602112337359598,0,0
"2020-10-13",0,0,0,0,0.00059485797182764,0,0
"2020-10-14",0,0,0,0,0.000587776329441304,0,0
"2020-10-15",0,0,0,0,0.000580861313674209,0,0
"2020-10-16",0,0,0,0,0.000574107113503573,0,0
"2020-10-17",0,0,0,0,0.000567508180553014,0,0
"2020-10-18",0,0,0,0,0.000561059244528157,0,0
"2020-10-19",0,0,0,0,0.000554755187874428,0,0
"2020-10-20",0,0,0,0,0.000548591264760976,0,0
"2020-10-21",0,0,0,0,0.000542562766286472,0,0
"2020-10-22",0,0,0,0,0.000536665343965696,0,0
"2020-10-23",0,0,0,0,0.000530894748869293,0,0
"2020-10-24",0,0,0,0,0.000525246932391963,0,0
"2020-10-25",0,0,0,0,0.000519718017314155,0,0
"2020-10-26",0,0,0,0,0.000514304287967135,0,0
"2020-10-27",0,0,0,0,0.000509002181905621,0,0
"2020-10-28",0,0,0,0,0.000503808282090259,0,0
"2020-10-29",0,0,0,0,0.000498719309543895,0,0
"2020-10-30",0,0,0,0,0.000493732116448458,0,0
"2020-10-31",0.0268629228593163,0.00895430761977209,0,0.0179086152395442,0.000488843679651941,0.00895430761977209,0.0179086152395442
"2020-11-01",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.00048405109455732,0.00573181048326839,0.0114636209665368
"2020-11-02",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.000479351569367442,0.00573181048326839,0.0114636209665368
"2020-11-03",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.000474742419661988,0.00573181048326839,0.0114636209665368
"2020-11-04",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.000470221063284256,0.00573181048326839,0.0114636209665368
"2020-11-05",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.000465785015517427,0.00573181048326839,0.0114636209665368
"2020-11-06",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.000461431884531284,0.00573181048326839,0.0114636209665368
"2020-11-07",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.000457159367081924,0.00573181048326839,0.0114636209665368
"2020-11-08",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.000452965244448145,0.00573181048326839,0.0114636209665368
"2020-11-09",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.000448847378589529,0.00573181048326839,0.0114636209665368
"2020-11-10",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.000444803708512147,0.00573181048326839,0.0114636209665368
"2020-11-11",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.000440832246829005,0.00573181048326839,0.0114636209665368
"2020-11-12",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.000436931076503087,0.00573181048326839,0.0114636209665368
"2020-11-13",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.000433098347761833,0.00573181048326839,0.0114636209665368
"2020-11-14",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.000429332275172603,0.00573181048326839,0.0114636209665368
"2020-11-15",0.0171954314498052,0.00573181048326839,0,0.0114636209665368,0.000425631134869391,0.00573181048326839,0.0114636209665368
"2020-11-16",0.0268629228593163,0.00895430761977209,0,0.0179086152395442,0.000421993261921793,0.00895430761977209,0.0179086152395442
"2020-11-17",0.0268629228593163,0.00895430761977209,0,0.0179086152395442,0.000418417047837711,0.00895430761977209,0.0179086152395442
"2020-11-18",0.0268629228593163,0.00895430761977209,0,0.0179086152395442,0.000414900938192016,0.00895430761977209,0.0179086152395442
"2020-11-19",0.0268629228593163,0.00895430761977209,0,0.0179086152395442,0.000411443430373752,0.00895430761977209,0.0179086152395442
"2020-11-20",0.0268629228593163,0.00895430761977209,0,0.0179086152395442,0.000408043071445046,0.00895430761977209,0.0179086152395442
"2020-11-21",0.0268629228593163,0.00895430761977209,0,0.0179086152395442,0.000404698456105334,0.00895430761977209,0.0179086152395442
"2020-11-22",0.0268629228593163,0.00895430761977209,0,0.0179086152395442,0.000401408224754886,0.00895430761977209,0.0179086152395442
"2020-11-23",0.0268629228593163,0.00895430761977209,0,0.0179086152395442,0.000398171061652025,0.00895430761977209,0.0179086152395442
"2020-11-24",0.0268629228593163,0.00895430761977209,0,0.0179086152395442,0.000394985693158811,0.00895430761977209,0.0179086152395442
"2020-11-25",0.0268629228593163,0.00895430761977209,0,0.0179086152395442,0.000391850886070251,0.00895455346341479,0.0179091069268294
"2020-11-26",0.0443034897754656,0.00424151413568152,0.0105263157894737,0.00848302827136303,0.0105281436937359,0.00465143168880854,0.0093028633776168
"2020-11-27",0.0443034897754656,0.00424151413568152,0.0105263157894737,0.00848302827136303,0.0118421011891477,0.00391423234062727,0.00782846468125431
"2020-11-28",0.0443034897754656,0.00424151413568152,0.0105263157894737,0.00848302827136303,0.0126484992406136,0.00384018599930097,0.00768037199860166
"2020-11-29",0.0443034897754656,0.00424151413568152,0.0105263157894737,0.00848302827136303,0.0131356292852349,0.0042460495985172,0.0084920991970342
"2020-11-30",0.0443034897754656,0.00424151413568152,0.0105263157894737,0.00848302827136303,0.0134596372938644,0.00428382518700537,0.00856765037401048
"2020-12-01",0.0443034897754656,0.00424151413568152,0.0105263157894737,0.00848302827136303,0.0136902672261454,0.0042816615181671,0.00856332303633383
"2020-12-02",0.0443034897754656,0.00424151413568152,0.0105263157894737,0.00848302827136303,0.013862585972744,0.00424193790311168,0.0084838758062231
"2020-12-03",0.0443034897754656,0.00424151413568152,0.0105263157894737,0.00848302827136303,0.0139961032610562,0.00424233224839268,0.00848466449678537
"2020-12-04",0.0443034897754656,0.00424151413568152,0.0105263157894737,0.00848302827136303,0.0141025719053816,0.00424121874408691,0.0084824374881735
"2020-12-05",0.0443034897754656,0.00424151413568152,0.0105263157894737,0.00848302827136303,0.0141891630930896,0.0042397438913936,0.008479487782787
"2020-12-06",0.0443034897754656,0.00424151413568152,0.0105263157894737,0.00848302827136303,0.0142617612346076,0.00424167929019578,0.00848335858039127
"2020-12-07",0.06,0,0.02,0,0.0173225679008462,0.00158755100902982,0.00317510201805566
"2020-12-08",0.06,0,0.02,0,0.019724641896408,0.000586162032847413,0.00117232406569468
"2020-12-09",0.06,0,0.02,0,0.02148855458465,2.22044604925031e-16,2.22044604925031e-16
"2020-12-10",0.06,0,0.02,0,0.0227644412258063,5.99416561570629e-09,1.19883312314082e-08
"2020-12-11",0.06,0,0.02,0,0.0237060827552911,9.54472918190143e-06,1.90894583553608e-05
"2020-12-12",0.06,0,0.02,0,0.0244097766066395,3.34536890107526e-11,6.69073780214821e-11
"2020-12-13",0.06,0,0.02,0,0.0249471191500552,2.22044604925031e-16,2.22044604925031e-16
"2020-12-14",0.0425636992700006,0.00506369927000058,0.0125,0.00506369927000058,0.0235013502707976,0.00503157736146817,1.98891470220464e-06
"2020-12-15",0.0425636992700006,0.00506369927000058,0.0125,0.00506369927000058,0.0224919749490857,0.00507101818318009,0.00508918796882494
"2020-12-16",0.0425636992700006,0.00506369927000058,0.0125,0.00506369927000058,0.0216060737431412,0.00506368585123872,0.00506364567835751
"2020-12-17",0.0425636992700006,0.00506369927000058,0.0125,0.00506369927000058,0.0205893141032804,0.00506370706639118,0.00492291790640258
