"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_fatalities_past_smooth","p_cases_recent_past_smooth"
"2020-05-09","EC","ECX",488716,0,NA,NA,NA,0,NA,NA
"2020-05-10","EC","ECX",488716,0,NA,NA,NA,0,NA,NA
"2020-05-11","EC","ECX",488716,0,NA,NA,NA,0,NA,NA
"2020-05-12","EC","ECX",488716,0,NA,NA,NA,0,NA,NA
"2020-05-13","EC","ECX",488716,0,NA,NA,NA,0,NA,NA
"2020-05-14","EC","ECX",488716,0,NA,NA,NA,0,NA,NA
"2020-05-15","EC","ECX",488716,0,NA,NA,NA,0,NA,NA
"2020-05-16","EC","ECX",488716,0,NA,NA,NA,0,NA,NA
"2020-05-17","EC","ECX",488716,0,NA,NA,NA,0,NA,NA
"2020-05-18","EC","ECX",488716,0,NA,NA,NA,0,NA,NA
"2020-05-19","EC","ECX",488716,0,NA,NA,NA,0,NA,NA
"2020-05-20","EC","ECX",488716,0,NA,NA,NA,0,NA,NA
"2020-05-21","EC","ECX",488716,0.0735294117647059,NA,NA,NA,0.0735294117647059,NA,NA
"2020-05-22","EC","ECX",488716,0.0735294117647059,NA,NA,NA,0.0735294117647059,NA,NA
"2020-05-23","EC","ECX",488716,0.0735294117647059,NA,NA,NA,0.0735294117647059,NA,NA
"2020-05-24","EC","ECX",488716,0.0735294117647059,NA,NA,NA,0.0735294117647059,NA,NA
"2020-05-25","EC","ECX",488716,0.0735294117647059,NA,NA,NA,0.0735294117647059,NA,NA
"2020-05-26","EC","ECX",488716,0.0735294117647059,NA,NA,NA,0.0735294117647059,NA,NA
"2020-05-27","EC","ECX",488716,0.0735294117647059,NA,NA,NA,0.0735294117647059,NA,NA
"2020-05-28","EC","ECX",488716,0.0735294117647059,NA,NA,NA,0.0735294117647059,NA,NA
"2020-05-29","EC","ECX",488716,0.0735294117647059,NA,NA,NA,0.0735294117647059,NA,NA
"2020-05-30","EC","ECX",488716,0.0735294117647059,NA,NA,NA,0.0735294117647059,NA,NA
"2020-05-31","EC","ECX",488716,0.0735294117647059,NA,NA,NA,0.0735294117647059,NA,NA
"2020-06-01","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0701754385964912,NA,NA
"2020-06-02","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0701754385964912,NA,NA
"2020-06-03","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0701754385964912,NA,NA
"2020-06-04","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0701754385964912,NA,NA
"2020-06-05","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0701754385964912,NA,NA
"2020-06-06","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0701754385964912,NA,NA
"2020-06-07","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0701754385964912,NA,NA
"2020-06-08","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0701754385964912,NA,NA
"2020-06-09","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0701754385964912,NA,NA
"2020-06-10","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0701754385964912,NA,NA
"2020-06-11","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0701754385964912,NA,NA
"2020-06-12","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0701754385964912,NA,NA
"2020-06-13","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0701754385964912,NA,NA
"2020-06-14","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0701754385964912,NA,NA
"2020-06-15","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0715944272445948,NA,NA
"2020-06-16","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0715418721094989,NA,NA
"2020-06-17","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0714930709126057,NA,NA
"2020-06-18","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0714476353155016,NA,NA
"2020-06-19","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0714052287582025,NA,NA
"2020-06-20","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.071365558107824,NA,NA
"2020-06-21","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0713283668730958,NA,NA
"2020-06-22","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0712934296525937,NA,NA
"2020-06-23","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.071260547562709,NA,NA
"2020-06-24","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0712295444493893,NA,NA
"2020-06-25","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0712002637312545,NA,NA
"2020-06-26","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0711725657546425,NA,NA
"2020-06-27","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0711463255662695,NA,NA
"2020-06-28","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0711214310285844,NA,NA
"2020-06-29","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0710977812177806,NA,NA
"2020-06-30","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.071075285056289,NA,NA
"2020-07-01","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0710538601405792,NA,NA
"2020-07-02","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0710334317325761,NA,NA
"2020-07-03","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0710139318885762,NA,NA
"2020-07-04","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0709952987043082,NA,NA
"2020-07-05","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0709774756584898,NA,NA
"2020-07-06","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0709604110401281,NA,NA
"2020-07-07","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0709440574475739,NA,NA
"2020-07-08","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0709283713485726,NA,NA
"2020-07-09","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0709133126935127,NA,NA
"2020-07-10","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0708988445739803,NA,NA
"2020-07-11","EC","ECX",488716,0.0701754385964912,NA,NA,NA,0.0708849329205676,NA,NA
"2020-07-12","EC","ECX",488716,0.0736196319018405,NA,NA,NA,0.0709365577382985,NA,NA
"2020-07-13","EC","ECX",488716,0.0736196319018405,NA,NA,NA,0.0709862475562695,NA,NA
"2020-07-14","EC","ECX",488716,0.0774193548387097,NA,NA,NA,0.0711032270128506,NA,NA
"2020-07-15","EC","ECX",488716,0.0774193548387097,NA,NA,NA,0.0712160159621261,NA,NA
"2020-07-16","EC","ECX",488716,0.0774193548387097,NA,NA,NA,0.0713248970801664,NA,NA
"2020-07-17","EC","ECX",488716,0.0774193548387097,NA,NA,NA,0.0715749888098537,NA,NA
"2020-07-18","EC","ECX",488716,0.0774193548387097,NA,NA,NA,0.0719741769778218,NA,NA
"2020-07-19","EC","ECX",488716,0.0774193548387097,NA,NA,NA,0.0723921547072447,NA,NA
"2020-07-20","EC","ECX",488716,0.096,NA,NA,NA,0.0743492564784732,NA,NA
"2020-07-21","EC","ECX",488716,0.096,NA,NA,NA,0.0964410531133623,NA,NA
"2020-07-22","EC","ECX",488716,0.096,NA,NA,NA,0.098644604070931,NA,NA
"2020-07-23","EC","ECX",488716,0.096,NA,NA,NA,0.0987538992543218,NA,NA
"2020-07-24","EC","ECX",488716,0.096,NA,NA,NA,0.0979738840485554,NA,NA
"2020-07-25","EC","ECX",488716,0.096,NA,NA,NA,0.0986990488462546,NA,NA
"2020-07-26","EC","ECX",488716,0.096,NA,NA,NA,0.097810138124484,NA,NA
"2020-07-27","EC","ECX",488716,0.096,NA,NA,NA,0.0971631900666317,NA,NA
"2020-07-28","EC","ECX",488716,0.096,NA,NA,NA,0.0975375060262517,NA,NA
"2020-07-29","EC","ECX",488716,0.096,NA,NA,NA,0.0977946867501411,NA,NA
"2020-07-30","EC","ECX",488716,0.096,NA,NA,NA,0.0967132303996125,NA,NA
"2020-07-31","EC","ECX",488716,0.096,NA,NA,NA,0.0970089149259457,NA,NA
"2020-08-01","EC","ECX",488716,0.096,NA,NA,NA,0.0971658465323694,NA,NA
"2020-08-02","EC","ECX",488716,0.096,NA,NA,NA,0.0970868903871032,NA,NA
"2020-08-03","EC","ECX",488716,0.096,NA,NA,NA,0.0967520524179498,NA,NA
"2020-08-04","EC","ECX",488716,0.096,NA,NA,NA,0.0967138958693028,NA,NA
"2020-08-05","EC","ECX",488716,0.096,NA,NA,NA,0.0970548547059198,NA,NA
"2020-08-06","EC","ECX",488716,0.096,NA,NA,NA,0.0969412518167939,NA,NA
"2020-08-07","EC","ECX",488716,0.096,NA,NA,NA,0.0967153813381184,NA,NA
"2020-08-08","EC","ECX",488716,0.096,NA,NA,NA,0.0966526820718274,NA,NA
"2020-08-09","EC","ECX",488716,0.096,NA,NA,NA,0.0966541403556676,NA,NA
"2020-08-10","EC","ECX",488716,0.096,NA,NA,NA,0.0965876654914592,NA,NA
"2020-08-11","EC","ECX",488716,0.096,NA,NA,NA,0.0964653013399516,NA,NA
"2020-08-12","EC","ECX",488716,0.096,NA,NA,NA,0.0963759461119768,NA,NA
"2020-08-13","EC","ECX",488716,0.096,NA,NA,NA,0.0964377257498496,NA,NA
"2020-08-14","EC","ECX",488716,0.096,NA,NA,NA,0.0965172445625771,NA,NA
"2020-08-15","EC","ECX",488716,0.096,NA,NA,NA,0.0964398294078375,NA,NA
"2020-08-16","EC","ECX",488716,0.096,NA,NA,NA,0.0963722586122889,NA,NA
"2020-08-17","EC","ECX",488716,0.096,NA,NA,NA,0.0962860272721063,NA,NA
"2020-08-18","EC","ECX",488716,0.096,NA,NA,NA,0.0962676417922397,NA,NA
"2020-08-19","EC","ECX",488716,0.096,NA,NA,NA,0.0963377855971587,NA,NA
"2020-08-20","EC","ECX",488716,0.096,NA,NA,NA,0.0963793893055837,NA,NA
"2020-08-21","EC","ECX",488716,0.096,NA,NA,NA,0.0963773850990788,NA,NA
"2020-08-22","EC","ECX",488716,0.096,NA,NA,NA,0.096530171910076,NA,NA
"2020-08-23","EC","ECX",488716,0.096,NA,NA,NA,0.0965063251692967,NA,NA
"2020-08-24","EC","ECX",488716,0.0975609756097561,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.0965553793128972,0.0256410256410256,0.0256410256410256
"2020-08-25","EC","ECX",488716,0.0975609756097561,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.0966324789589091,0.0256410256410256,0.0256410256410256
"2020-08-26","EC","ECX",488716,0.0975609756097561,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.0967245101107779,0.0256410256410256,0.0256410256410256
"2020-08-27","EC","ECX",488716,0.0975609756097561,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.0968222414789301,0.0256410256410256,0.0256410256410256
"2020-08-28","EC","ECX",488716,0.0975609756097561,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.0969366237862876,0.0256410256410256,0.0256410256410256
"2020-08-29","EC","ECX",488716,0.0975609756097561,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.0970704014043782,0.0256410256410256,0.0256410256410256
"2020-08-30","EC","ECX",488716,0.0673076923076923,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.0958716993767001,0.0256410256410256,0.0256410256410256
"2020-08-31","EC","ECX",488716,0.0673076923076923,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.0949965116507603,0.0256410256410256,0.0256410256410256
"2020-09-01","EC","ECX",488716,0.0673076923076923,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.0943728925059668,0.0256410256410256,0.0256410256410256
"2020-09-02","EC","ECX",488716,0.0673076923076923,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.0937716831173315,0.0256410256410256,0.0256410256410256
"2020-09-03","EC","ECX",488716,0.0673076923076923,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.0931605866563484,0.0256410256410256,0.0256410256410256
"2020-09-04","EC","ECX",488716,0.0673076923076923,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.0925603404179701,0.0256410256410256,0.0256410256410256
"2020-09-05","EC","ECX",488716,0.0673076923076923,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.0919374488781269,0.0256410256410256,0.0256410256410256
"2020-09-06","EC","ECX",488716,0.0673076923076923,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.0913401377533542,0.0256410256410256,0.0256410256410256
"2020-09-07","EC","ECX",488716,0.0673076923076923,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.0908799451238516,0.0256410256410256,0.0256410256410256
"2020-09-08","EC","ECX",488716,0.0673076923076923,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.0904709467377476,0.0256410256410256,0.0256410256410256
"2020-09-09","EC","ECX",488716,0.0673076923076923,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.0900521730336982,0.0256410256410256,0.0256410256410256
"2020-09-10","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.0903070012830296,0.0256410256410256,0.0256410256410256
"2020-09-11","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.0905346156800505,0.0256410256410256,0.0256410256410256
"2020-09-12","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.0907397990819653,0.0256410256410256,0.0256410256410256
"2020-09-13","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.0909252170190253,0.0256410256410256,0.0256410256410256
"2020-09-14","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.0910949826961555,0.0256410256410256,0.0256410256410256
"2020-09-15","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.0912600876918054,0.0256410256410256,0.0256410256410256
"2020-09-16","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.106648979537115,0.0256410256410256,0.0256410256410256
"2020-09-17","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.107251384701899,0.0256410256410256,0.0256410256410256
"2020-09-18","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.106620796057358,0.0256423610560844,0.0256410256410258
"2020-09-19","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.104449524372726,0.0256410256410258,0.0256410256410258
"2020-09-20","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103840295358231,0.0256423047672356,0.025641025641026
"2020-09-21","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.10446295919959,0.0256412464755827,0.0256410256410258
"2020-09-22","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.104830554187798,0.0256411323338463,0.0256410256410258
"2020-09-23","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.105000136117861,0.0256436124707901,0.0256410256410259
"2020-09-24","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.104228579203045,0.0256410960314227,0.0256410256410257
"2020-09-25","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103657968667723,0.0256410256410258,0.0256410256410259
"2020-09-26","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103192400173886,0.0256410256410258,0.0256410256410261
"2020-09-27","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103641827860949,0.0256410256410258,0.0256410256410259
"2020-09-28","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103762425033618,0.0256410256410258,0.0256410256410258
"2020-09-29","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103898054943213,0.0256410256410258,0.0256410256410261
"2020-09-30","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.104030096411601,0.0256410256410258,0.0256410256410258
"2020-10-01","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103623208836634,0.0256410256410258,0.0256410256410258
"2020-10-02","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103365090152928,0.0256411306296082,0.0256410256410256
"2020-10-03","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102968510853666,0.0256410291069767,0.0256410256410259
"2020-10-04","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103191024587253,0.0256410256410258,0.0256410256410256
"2020-10-05","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103435778367815,0.0256438595352923,0.0256410256410257
"2020-10-06","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103528450727111,0.0256410256413079,0.0256410256410258
"2020-10-07","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103575766203329,0.0256410303737442,0.0256410256410258
"2020-10-08","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103324368849508,0.0256410343107281,0.0256410256410258
"2020-10-09","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103202178443756,0.0256410256410258,0.0256410256410259
"2020-10-10","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103106333157122,0.0256410256410258,0.0256410256410257
"2020-10-11","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103046600325685,0.0256410549092724,0.0256410256410262
"2020-10-12","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103052867190367,0.0256410256410258,0.025641025641026
"2020-10-13","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103222428596889,0.0256410308980414,0.0256410256410258
"2020-10-14","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103289516989268,0.0256414457542841,0.0256410256410254
"2020-10-15","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103330217838309,0.0256410256410258,0.0256410256410256
"2020-10-16","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103358540788524,0.0256410421035549,0.0256410256410258
"2020-10-17","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103167369050861,0.0256413093859515,0.0256410256410256
"2020-10-18","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103073143122195,0.0256421020421352,0.0256410256410259
"2020-10-19","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102926047723959,0.0256410256410258,0.0256410256410257
"2020-10-20","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102915040032484,0.0256410256410258,0.0256410256410256
"2020-10-21","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102998365721161,0.0256410256410258,0.0256410256410262
"2020-10-22","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103072423702759,0.0256410256410258,0.0256410256410262
"2020-10-23","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103124549711806,0.0256410256410258,0.0256410256410261
"2020-10-24","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103156780098148,0.0256415262282801,0.0256410256410257
"2020-10-25","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103172705330466,0.0256410328364888,0.0256410256410261
"2020-10-26","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103043786012108,0.0256410256410258,0.0256410256410259
"2020-10-27","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102916121740291,0.0256410317405413,0.0256410256410261
"2020-10-28","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102973606358229,0.0256410256413079,0.0256410256410255
"2020-10-29","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.10291341987236,0.0256410256410258,0.0256410256410257
"2020-10-30","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102792663194696,0.0256410256410258,0.0256410256410258
"2020-10-31","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102951470945564,0.0256410256410258,0.0256410256410256
"2020-11-01","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102986271690792,0.0256410816073634,0.0256410256410259
"2020-11-02","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.10301520025009,0.0256410297572151,0.0256410256410262
"2020-11-03","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103045018736512,0.0256433351864385,0.0256410256410257
"2020-11-04","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103063414222675,0.025641027178836,0.0256410256410258
"2020-11-05","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103071148736564,0.0256410256410258,0.0256410256410256
"2020-11-06","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102997954383197,0.0256410288127111,0.0256410256410254
"2020-11-07","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102893679403439,0.0256410256410258,0.0256410256410258
"2020-11-08","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102809764584878,0.0256410344820023,0.025641025641026
"2020-11-09","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102757343747328,0.0256410539645469,0.0256410256410261
"2020-11-10","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102772938080729,0.0256410256410258,0.0256410256410262
"2020-11-11","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.10282356035057,0.0256410256410258,0.0256410256410258
"2020-11-12","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102874679321102,0.0256410256410258,0.0256410256410263
"2020-11-13","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102917330478836,0.0256428592637178,0.0256410256410261
"2020-11-14","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102950506384463,0.0256410256410258,0.0256410256410256
"2020-11-15","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102974967482826,0.0256425689787852,0.0256410256410259
"2020-11-16","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102991920408041,0.0256410309660601,0.0256410256410253
"2020-11-17","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.103002011718576,0.0256410256410258,0.0256410256410262
"2020-11-18","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102976872373383,0.0256410341927841,0.0256410256410261
"2020-11-19","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102890991421881,0.0256410301264858,0.0256410256410258
"2020-11-20","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102817626111202,0.0256410256410258,0.0256410256410257
"2020-11-21","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102759773887424,0.0256410350784148,0.0256410256410262
"2020-11-22","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102729226424437,0.0256410371535266,0.025641025641026
"2020-11-23","EC","ECX",488716,0.102564102564103,0.0256410256410256,0.0256410256410256,0.0512820512820513,0.102746045860369,0.0256410610745547,0.0256410256410263
