"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
"2020-07-14",0.0255885363357216,0.00588235294117647,0,0.00588235294117647,0.00588235282152414,0.00588235282152414
"2020-07-15",0.0255885363357216,0.00588235294117647,0,0.00588235294117647,0.00588235283978774,0.00588235283978774
"2020-07-16",0.0255885363357216,0.00588235294117647,0,0.00588235294117647,0.00588235280287118,0.00588235280287118
"2020-07-17",0.0255885363357216,0.00588235294117647,0,0.00588235294117647,0.00588235281750348,0.00588235281750348
"2020-07-18",0.0255885363357216,0.00588235294117647,0,0.00588235294117647,0.00588235289146745,0.00588235289146745
"2020-07-19",0.0255885363357216,0.00588235294117647,0,0.00588235294117647,0.00588235295265361,0.00588235295265361
"2020-07-20",0.0255885363357216,0.00588235294117647,0,0.00588235294117647,0.0058823529667,0.0058823529667
"2020-07-21",0.0321957501609788,0.00588235294117647,0,0.00588235294117647,0.00588235295252593,0.00588235295252593
"2020-07-22",0.0765696784073507,0.00588235294117647,0,0.00588235294117647,0.00588235293724653,0.00588235293724653
"2020-07-23",0.0765696784073507,0.00588235294117647,0,0.00588235294117647,0.0058823529363963,0.0058823529363963
"2020-07-24",0.0765696784073507,0.00588235294117647,0,0.00588235294117647,0.00588235294269745,0.00588235294269745
"2020-07-25",0.0765696784073507,0.00588235294117647,0,0.00588235294117647,0.00588235294119106,0.00588235294119106
"2020-07-26",0.0686204431736955,0.00198040617247614,0,0.00198040617247614,0.00326714264091384,0.00326714264091384
"2020-07-27",0.0676470588235294,0.00185553633217993,0,0.00185553633217993,0.00181059843293254,0.00181059843293254
"2020-07-28",0.0679389312977099,0.00170184104176022,0,0.00170184104176022,0.00132958753973667,0.00132958753973667
"2020-07-29",0.0679389312977099,0.00170184104176022,0,0.00170184104176022,0.00123708440121733,0.00123708440121733
"2020-07-30",0.0676751592356688,0.00156893967778194,0,0.00156893967778194,0.00142690750967811,0.00142690750967811
"2020-07-31",0.0655809718540681,0.000936146430068464,0,0.000936146430068464,0.00099518840000375,0.00099518840000375
"2020-08-01",0.0682209070708856,0.000936146430068464,0,0.000936146430068464,0.000932779392809771,0.000932779392809771
"2020-08-02",0.067186141242954,0.000835448091015369,0,0.000835448091015369,0.000824704401201979,0.000824704401201979
"2020-08-03",0.0700182127809326,0.000847776395358931,0,0.000847776395358931,0.000754694545077766,0.000754694545077766
"2020-08-04",0.0700182127809326,0.000847776395358931,0,0.000847776395358931,0.000770145336502767,0.000770145336502767
"2020-08-05",0.0700182127809326,0.000847776395358931,0,0.000847776395358931,0.00078679313579109,0.00078679313579109
"2020-08-06",0.0700182127809326,0.000847776395358931,0,0.000847776395358931,0.000792369949392275,0.000792369949392275
"2020-08-07",0.0691765736091507,0.00068940818336467,0,0.00068940818336467,0.000742592378775434,0.000742592378775434
"2020-08-08",0.0663060780020706,0.00068940818336467,0,0.00068940818336467,0.000707455070988014,0.000707455070988014
"2020-08-09",0.0663060780020706,0.00068940818336467,0,0.00068940818336467,0.000687432153272955,0.000687432153272955
"2020-08-10",0.0648410191066465,0.000559787097366248,0,0.000559787097366248,0.000625009610962659,0.000625009610962659
"2020-08-11",0.0648410191066465,0.000559787097366248,0,0.000559787097366248,0.000579484187320404,0.000579484187320404
"2020-08-12",0.0648410191066465,0.000559787097366248,0,0.000559787097366248,0.000549662655126888,0.000549662655126888
"2020-08-13",0.0648410191066465,0.000559787097366248,0,0.000559787097366248,0.000536927711487367,0.000536927711487367
"2020-08-14",0.0648410191066465,0.000559787097366248,0,0.000559787097366248,0.000531123974176038,0.000531123974176038
"2020-08-15",0.0653004306152322,0.000527704485488127,0,0.000527704485488127,0.000516863805647673,0.000516863805647673
"2020-08-16",0.0653004306152322,0.000527704485488127,0,0.000527704485488127,0.000508889279507384,0.000508889279507384
"2020-08-17",0.0653004306152322,0.000527704485488127,0,0.000527704485488127,0.000505557332053847,0.000505557332053847
"2020-08-18",0.0653004306152322,0.000527704485488127,0,0.000527704485488127,0.000505074113849295,0.000505074113849295
"2020-08-19",0.0653004306152322,0.000527704485488127,0,0.000527704485488127,0.000506829373262058,0.000506829373262058
"2020-08-20",0.0671932848029807,0.000527426160337553,0,0.000527426160337553,0.000510349725111455,0.000510349725111455
"2020-08-21",0.0671932848029807,0.000527426160337553,0,0.000527426160337553,0.000514925820194154,0.000514925820194154
"2020-08-22",0.0671932848029807,0.000527426160337553,0,0.000527426160337553,0.000518581267710292,0.000518581267710292
"2020-08-23",0.0676445657307447,0.000537345513164965,0,0.000537345513164965,0.000524337873713446,0.000524337873713446
"2020-08-24",0.0680904188988244,0.000599520383693046,0,0.000599520383693046,0.000553574415873196,0.000553574415873196
"2020-08-25",0.0680904188988244,0.000599520383693046,0,0.000599520383693046,0.000578336340704939,0.000578336340704939
"2020-08-26",0.0680904188988244,0.000599520383693046,0,0.000599520383693046,0.000596840419666644,0.000596840419666644
"2020-08-27",0.0680904188988244,0.000599520383693046,0,0.000599520383693046,0.000607860087335249,0.000607860087335249
"2020-08-28",0.0680904188988244,0.000599520383693046,0,0.000599520383693046,0.000612449263241272,0.000612449263241272
"2020-08-29",0.0680904188988244,0.000599520383693046,0,0.000599520383693046,0.000613260830263006,0.000613260830263006
"2020-08-30",0.0694113158362591,0.000601322910402886,0,0.000601322910402886,0.000613019252227685,0.000613019252227685
"2020-08-31",0.0694113158362591,0.000601322910402886,0,0.000601322910402886,0.000611222925448901,0.000611222925448901
"2020-09-01",0.0694113158362591,0.000601322910402886,0,0.000601322910402886,0.000608396941345358,0.000608396941345358
"2020-09-02",0.0694113158362591,0.000601322910402886,0,0.000601322910402886,0.000605361765901557,0.000605361765901557
"2020-09-03",0.0694113158362591,0.000601322910402886,0,0.000601322910402886,0.000602872823174312,0.000602872823174312
"2020-09-04",0.0694113158362591,0.000601322910402886,0,0.000601322910402886,0.000601323084500382,0.000601323084500382
"2020-09-05",0.0694113158362591,0.000601322910402886,0,0.000601322910402886,0.00060061493051191,0.00060061493051191
"2020-09-06",0.0681975340911137,0.000610500610500611,0,0.000610500610500611,0.000604419131077281,0.000604419131077281
"2020-09-07",0.0681975340911137,0.000610500610500611,0,0.000610500610500611,0.000607239849491675,0.000607239849491675
"2020-09-08",0.0681975340911137,0.000610500610500611,0,0.000610500610500611,0.000609265071628642,0.000609265071628642
"2020-09-09",0.0681975340911137,0.000610500610500611,0,0.000610500610500611,0.000610651528016275,0.000610651528016275
"2020-09-10",0.0681975340911137,0.000610500610500611,0,0.000610500610500611,0.000611479892961346,0.000611479892961346
"2020-09-11",0.068717853488934,0.000650195058517555,0,0.000650195058517555,0.000629973050087819,0.000629973050087819
"2020-09-12",0.068717853488934,0.000650195058517555,0,0.000650195058517555,0.000643302621147616,0.000643302621147616
"2020-09-13",0.068717853488934,0.000650195058517555,0,0.000650195058517555,0.000651633331628593,0.000651633331628593
"2020-09-14",0.0686622085936908,0.000663129973474801,0,0.000663129973474801,0.000661983978272351,0.000661983978272351
"2020-09-15",0.0689682139825145,0,0,0,0.000424104402224332,0.000424104402224332
"2020-09-16",0.0698842877230016,0.00108764450051976,0,0.00106000423367047,0.000647453390121626,0.000633862047254934
"2020-09-17",0.0690401705538308,0.00108271355241628,0,0.00105519859555691,0.000896018049925837,0.000868615469607123
"2020-09-18",0.0710152964071768,0.00105576812762135,0,0.00102893793378091,0.00104188050505219,0.0010095200728482
"2020-09-19",0.071150525910517,0.00110695104488516,0,0.00107882014158439,0.00114807724517651,0.00111358675529485
"2020-09-20",0.0668435561822867,0.00110448447435792,0,0.0010764162539168,0.00119431349101734,0.00116017714441664
"2020-09-21",0.0650215776868762,0.00107129146406864,0,0.00104406677629053,0.00118415323677098,0.00115230004259909
"2020-09-22",0.0650215776868762,0.00107129146406864,0,0.00104406677629053,0.00115675252379695,0.00112756929384116
"2020-09-23",0.0629977339604214,0,0,0,0.000690269468956807,0.000676434091337248
"2020-09-24",0.0629977339604214,0,0,0,0.000440164104463445,0.000434025387002864
"2020-09-25",0.0629977339604214,0,0,0,0.000289012794054614,0.000287070683768542
"2020-09-26",0.0589672406137997,0.00104416087281227,0,0.00102007411680737,0.000358297617230609,0.000355317216593401
"2020-09-27",0.0583480492211536,0.00105537501106443,0,0.0010307741949557,0.000569261821295314,0.000557376139878805
"2020-09-28",0.0585185390985482,0.00105537501106443,0,0.0010307741949557,0.000825481423934639,0.000803012885181321
"2020-09-29",0.0583091011026109,0.00105537501106443,0,0.0010307741949557,0.000993881716279553,0.00096663358590582
"2020-09-30",0.0583091011026109,0.00105537501106443,0,0.0010307741949557,0.00108839909820796,0.00105951930873859
"2020-10-01",0.0573075107750095,0.00105537501106443,0,0.0010307741949557,0.00113866440107676,0.00110952940224943
"2020-10-02",0.0573075107750095,0.00105537501106443,0,0,0.00115968368194136,0.000707024016758495
"2020-10-03",0.0573075107750095,0.00105537501106443,0,0,0.00115664963530102,0.000490007245376339
"2020-10-04",0.0586713784551475,0.00104292955102829,0,0,0.0011292126703412,0.000340391131705853
"2020-10-05",0.0586713784551475,0.00104292955102829,0,0,0.00109841108791416,0.000233064162233629
"2020-10-06",0.0576810041446526,0,0,0,0.000692147890867514,0.00017137598743666
"2020-10-07",0.0576810041446526,0,0,0,0.000473957453767231,0.000138068342181316
"2020-10-08",0.0576810041446526,0,0,0,0.000337892578251445,0.000111520318010561
"2020-10-09",0.0576810041446526,0,0,0,0.000243810433161468,8.74641846916936e-05
"2020-10-10",0.0563442191819926,0,0,0,0.000175921978367461,6.65953759662742e-05
"2020-10-11",0.0563442191819926,0,0,0,0.000127391185107815,5.05965902793869e-05
"2020-10-12",0.0563442191819926,0,0,0,9.31544331448016e-05,3.9923712124436e-05
"2020-10-13",0.0589046480534973,0,0,0,6.86223958157538e-05,3.26356011406476e-05
"2020-10-14",0.0546620699074607,0,0,0,5.0126497816268e-05,2.63982900464072e-05
"2020-10-15",0.0613966593213614,0.00947575992077134,0,0.0106738445084551,0.00937135354134077,0.0106735510499812
"2020-10-16",0.0620116509005404,0.00957838547948006,0,0.0107854177959999,0.00961237097840605,0.0107871090493553
"2020-10-17",0.0660761802904362,0.0111245818776351,0,0.0124563980179154,0.0109107554428668,0.0122859879217091
"2020-10-18",0.0660761802904362,0.0111245818776351,0,0.0124563980179154,0.0109388714607031,0.0126635652049588
"2020-10-19",0.0660761802904362,0.0111245818776351,0,0.0124563980179154,0.0113194655060117,0.0127077009974174
"2020-10-20",0.0660761802904362,0.0111245818776351,0,0.0124563980179154,0.0113654509354201,0.012794292448378
"2020-10-21",0.0660761802904362,0.0111245818776351,0,0.0124563980179154,0.0114019020818924,0.0128100722337126
"2020-10-22",0.0660761802904362,0.0111245818776351,0,0.0124563980179154,0.01142509074475,0.0127131954419085
"2020-10-23",0.0660761802904362,0.0111245818776351,0,0.0124563980179154,0.0113715518222739,0.0127388792080627
"2020-10-24",0.0660761802904362,0.0111245818776351,0,0.0124563980179154,0.0114303782123114,0.0122911046531984
"2020-10-25",0.0660761802904362,0.0111245818776351,0,0.0124563980179154,0.010961856486267,0.0122522062939865
"2020-10-26",0.0660761802904362,0.0111245818776351,0,0.0124563980179154,0.0109014521464274,0.0122257309893788
"2020-10-27",0.0660761802904362,0.0111245818776351,0,0.0124563980179154,0.0108718831640912,0.0121281080695498
"2020-10-28",0.0660761802904362,0.0111245818776351,0,0.0124563980179154,0.0108464509632611,0.0121849979306066
"2020-10-29",0.0660761802904362,0.0111245818776351,0,0.0124563980179154,0.0109230791795522,0.0123232633290906
"2020-10-30",0.0660761802904362,0.0111245818776351,0,0.0124563980179154,0.011106431295916,0.0123510938397419
"2020-10-31",0.0680310968670763,0.011485769600935,0,0.0128440452591368,0.0113638555571987,0.0128746885684605
"2020-11-01",0.0680310968670763,0.011485769600935,0,0.0128440452591368,0.0116192477972641,0.0130012898894051
"2020-11-02",0.0648199580972371,0.0109436292891439,0,0.012237792918773,0.0112226096154548,0.0125568932412401
"2020-11-03",0.0680784120051772,0.00987491549137596,0,0.0110876244113695,0.0102166087189908,0.011452227618373
"2020-11-04",0.0680784120051772,0.00987491549137596,0,0.0110876244113695,0.00980556863675148,0.0110351247615295
"2020-11-05",0.0691964881147512,0.0100516038401282,0,0.0112784248314504,0.00988027690101389,0.0110484582798553
"2020-11-06",0.0733565150787928,0.0125457983414007,0,0.0139447191178453,0.0119107636950368,0.0131918025682596
"2020-11-07",0.0733565150787928,0.0125457983414007,0,0.0139447191178453,0.0126933843953798,0.0143136984482376
"2020-11-08",0.0750313213591306,0.01286502985136,0,0.0142823636485438,0.0133678775725411,0.0148212156660277
"2020-11-09",0.0819544108610952,0.013270227641954,0,0.0147097660519915,0.0136281908626331,0.0150937815465511
"2020-11-10",0.0819544108610952,0.013270227641954,0,0.0147097660519915,0.0134594211473354,0.0149075745233679
"2020-11-11",0.0819544108610952,0.013270227641954,0,0.0147097660519915,0.0131653889906562,0.0145890458260623
"2020-11-12",0.0796213658517243,0.0140054203090983,0,0.0154819322489464,0.0134846252838472,0.0149555819142236
"2020-11-13",0.078733332941341,0.0134466934350651,0,0.0148954954213348,0.0131989152510156,0.014673421222993
"2020-11-14",0.078733332941341,0.0134466934350651,0,0.0148954954213348,0.0131122719396526,0.0146278992391308
"2020-11-15",0.078733332941341,0.0134466934350651,0,0.0148954954213348,0.0132656278715265,0.0146820575635896
"2020-11-16",0.078733332941341,0.0134466934350651,0,0.0148954954213348,0.0133556411992601,0.0147010340330723
"2020-11-17",0.078733332941341,0.0134466934350651,0,0.0148954954213348,0.0134224014060962,0.01487109124002
"2020-11-18",0.078733332941341,0.0134466934350651,0,0.0148954954213348,0.0135708301065255,0.0150304672332173
"2020-11-19",0.078733332941341,0.0134466934350651,0,0.0148954954213348,0.0136779026374414,0.0151457534673224
"2020-11-20",0.078733332941341,0.0134466934350651,0,0.0148954954213348,0.0137291721185189,0.0152032418934682
"2020-11-21",0.0766054050240074,0.0157506440236277,0,0.0172979946828404,0.0154999506163881,0.0170510035406067
"2020-11-22",0.0766054050240074,0.0157506440236277,0,0.0172979946828404,0.0162451793946669,0.017779228876785
"2020-11-23",0.0766054050240074,0.0157506440236277,0,0.0172979946828404,0.016349077963865,0.0178964289445422
"2020-11-24",0.0766054050240074,0.0157506440236277,0,0.0172979946828404,0.016191607008534,0.0177632640667295
"2020-11-25",0.0766054050240074,0.0157506440236277,0,0.0172979946828404,0.0160267316096255,0.0175817736188044
"2020-11-26",0.0766054050240074,0.0157506440236277,0,0.0172979946828404,0.0158731755024729,0.0170531317875626
"2020-11-27",0.0766054050240074,0.0157506440236277,0,0.0172979946828404,0.0153100787184607,0.0168233527974668
"2020-11-28",0.0766054050240074,0.0157506440236277,0,0.0172979946828404,0.0152176246997584,0.0167366717410191
"2020-11-29",0.0761281127808672,0.0157506440236277,0,0.018375751360899,0.0152594917642971,0.0175879686608155
"2020-11-30",0.0761281127808672,0.0157506440236277,0,0.018375751360899,0.0153809435967565,0.0181058663119479
"2020-12-01",0.0761281127808672,0.0157506440236277,0,0.018375751360899,0.0155349169166009,0.0183747009722578
"2020-12-02",0.0793640484182238,0.0140054203090983,0.00233423671818305,0.0163396570272814,0.0144452583363907,0.0170337979778716
"2020-12-03",0.0793640484182238,0.0140054203090983,0.00233423671818305,0.0163396570272814,0.0139323862885464,0.0163375592152888
"2020-12-04",0.0793640484182238,0.0140054203090983,0.00233423671818305,0.0163396570272814,0.0137830265006442,0.0160633887096998
"2020-12-05",0.0793640484182238,0.0140054203090983,0.00233423671818305,0.0163396570272814,0.013813849194727,0.0160384715485096
"2020-12-06",0.0793640484182238,0.0140054203090983,0.00233423671818305,0.0163396570272814,0.0138919200413252,0.0161365067713476
"2020-12-07",0.0793640484182238,0.0140054203090983,0.00233423671818305,0.0163396570272814,0.0139921577696557,0.0164648450590085
"2020-12-08",0.0793640484182238,0.0140054203090983,0.00233423671818305,0.0163396570272814,0.0143722287968557,0.0166311177889171
"2020-12-09",0.0793640484182238,0.0140054203090983,0.00233423671818305,0.0163396570272814,0.0143938454110704,0.0167183701857757
"2020-12-10",0.0793640484182238,0.0140054203090983,0.00233423671818305,0.0163396570272814,0.0143533847058817,0.0167164912533178
"2020-12-11",0.0793640484182238,0.0140054203090983,0.00233423671818305,0.0163396570272814,0.0142482118096301,0.0166460774199894
"2020-12-12",0.0793640484182238,0.0140054203090983,0.00233423671818305,0.0163396570272814,0.014119414547972,0.0165382855641649
"2020-12-13",0.0793640484182238,0.0140054203090983,0.00233423671818305,0.0163396570272814,0.0139940593349472,0.0164198165256596
"2020-12-14",0.0793640484182238,0.0140054203090983,0.00233423671818305,0.0163396570272814,0.0138915542395114,0.0163106483374942
"2020-12-15",0.0793640484182238,0.0140054203090983,0.00233423671818305,0.0163396570272814,0.0138247031427523,0.0162267824453575
"2020-12-16",0.0802532814537221,0.014162343785951,0.00236039063099183,0.0165227344169428,0.0139084227749661,0.0163058842921605
"2020-12-17",0.0938416211544091,0.0153210810048015,0.00766054050240074,0.0172362161304017,0.0147652979548285,0.016844705514948
