"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth"
"2020-05-31",0.00156985871271586,0,0,0,0.00199015141804839
"2020-06-01",0.00156985871271586,0,0,0,0.00198256563158099
"2020-06-02",0.00156985871271586,0,0,0,0.0019753251593202
"2020-06-03",0.00156985871271586,0,0,0,0.00196833435851668
"2020-06-04",0.00156985871271586,0,0,0,0.00196158053401156
"2020-06-05",0.00156985871271586,0,0,0,0.00195505183699
"2020-06-06",0.00156985871271586,0,0,0,0.00194873719560846
"2020-06-07",0.00156985871271586,0,0,0,0.00194267957098371
"2020-06-08",0.00156985871271586,0,0,0,0.00193670930726275
"2020-06-09",0.00156985871271586,0,0,0,0.00193104554229741
"2020-06-10",0.00156985871271586,0,0,0,0.00192542159666129
"2020-06-11",0.00156985871271586,0,0,0,0.00192003428023794
"2020-06-12",0.00156985871271586,0,0,0,0.00191480777923017
"2020-06-13",0.00156985871271586,0,0,0,0.00190973499884028
"2020-06-14",0.00156985871271586,0,0,0,0.00190480925556309
"2020-06-15",0.00156985871271586,0,0,0,0.00190002424780814
"2020-06-16",0.00156985871271586,0,0,0,0.00189537402900402
"2020-06-17",0.00156985871271586,0,0,0,0.00189085298294445
"2020-06-18",0.00156985871271586,0,0,0,0.00188645580116203
"2020-06-19",0.00156985871271586,0,0,0,0.00188217746212725
"2020-06-20",0.00156985871271586,0,0,0,0.0018780132121354
"2020-06-21",0.00156985871271586,0,0,0,0.00187395854766941
"2020-06-22",0.00156985871271586,0,0,0,0.00187000919916346
"2020-06-23",0.00156985871271586,0,0,0,0.0018661611160039
"2020-06-24",0.00156985871271586,0,0,0,0.00186241045267086
"2020-06-25",0.00156985871271586,0,0,0,0.00185875355592175
"2020-06-26",0.00156985871271586,0,0,0,0.00185518695291892
"2020-06-27",0.00156985871271586,0,0,0,0.00185170734023379
"2020-06-28",0.00156985871271586,0,0,0,0.00184831157363723
"2020-06-29",0.00156985871271586,0,0,0,0.0018449966586262
"2020-06-30",0.00156985871271586,0,0,0,0.00184175974161524
"2020-07-01",0.00156985871271586,0,0,0,0.00183859810174465
"2020-07-02",0.00156985871271586,0,0,0,0.00183550914325007
"2020-07-03",0.00156985871271586,0,0,0,0.00183249038835762
"2020-07-04",0.00156985871271586,0,0,0,0.00182953947065381
"2020-07-05",0.00156985871271586,0,0,0,0.00182665412889897
"2020-07-06",0.00156985871271586,0,0,0,0.00182383220124827
"2020-07-07",0.00156985871271586,0,0,0,0.00182107161985151
"2020-07-08",0.00156985871271586,0,0,0,0.00181837040579625
"2020-07-09",0.00156985871271586,0,0,0,0.00181572666438054
"2020-07-10",0.00156985871271586,0,0,0,0.00181313858067878
"2020-07-11",0.00156985871271586,0,0,0,0.00181060441538757
"2020-07-12",0.00156985871271586,0,0,0,0.00180812250092706
"2020-07-13",0.00156985871271586,0,0,0,0.00180569123778174
"2020-07-14",0.00156985871271586,0,0,0,0.00180330909106416
"2020-07-15",0.00156985871271586,0,0,0,0.00180097458728075
"2020-07-16",0.00156985871271586,0,0,0,0.00179868631129628
"2020-07-17",0.00156985871271586,0,0,0,0.00179644290346544
"2020-07-18",0.00156985871271586,0,0,0,0.00179424305695461
"2020-07-19",0.00156985871271586,0,0,0,0.00179208551518206
"2020-07-20",0.00156985871271586,0,0,0,0.00178996906944428
"2020-07-21",0.00156985871271586,0,0,0,0.00178789255664503
"2020-07-22",0.0037037037037037,0,0,0,0.00180582818109957
"2020-07-23",0.00240963855421687,0,0,0,0.0018114052063739
"2020-07-24",0.0027027027027027,0,0,0,0.00181958428132126
"2020-07-25",0.0027027027027027,0,0,0,0.00182761588669388
"2020-07-26",0,0,0,0,0.00181112935736617
"2020-07-27",0,0,0,0,0.00179495865515591
"2020-07-28",0,0,0,0,0.00177907397051014
"2020-07-29",0,0,0,0,0.00176346805848812
"2020-07-30",0,0,0,0,0.00174813463563196
"2020-07-31",0,0,0,0,0.00173306385292626
"2020-08-01",0,0,0,0,0.0017182509287833
"2020-08-02",0,0,0,0,0.0017036894802343
"2020-08-03",0,0,0,0,0.001689372761913
"2020-08-04",0,0,0,0,0.0016752946555812
"2020-08-05",0,0,0,0,0.00166144924518717
"2020-08-06",0,0,0,0,0.00164783562228167
"2020-08-07",0,0,0,0,0.00163471283282295
"2020-08-08",0,0,0,0,0.00162125289248314
"2020-08-09",0,0,0,0,0.00160828286934325
"2020-08-10",0,0,0,0,0.00159551871958451
"2020-08-11",0,0,0,0,0.00158295558006023
"2020-08-12",0,0,0,0,0.00157058873959101
"2020-08-13",0,0,0,0,0.00155841363308304
"2020-08-14",0,0,0,0,0.001546425835905
"2020-08-15",0,0,0,0,0.00153462215556949
"2020-08-16",0,0,0,0,0.00152299514142159
"2020-08-17",0,0,0,0,0.00151154405013271
"2020-08-18",0,0,0,0,0.00150026387065462
"2020-08-19",0,0,0,0,0.00148915080494556
"2020-08-20",0,0,0,0,0.00147820154885596
"2020-08-21",0,0,0,0,0.00146741147248962
"2020-08-22",0,0,0,0,0.00145677796135979
"2020-08-23",0,0,0,0,0.00144629754437214
"2020-08-24",0,0,0,0,0.00143596684799873
"2020-08-25",0,0,0,0,0.00142578268558618
"2020-08-26",0,0,0,0,0.0014157427259008
"2020-08-27",0,0,0,0,0.00140584166900456
"2020-08-28",0,0,0,0,0.00139607887963698
"2020-08-29",0,0,0,0,0.00138645074943209
"2020-08-30",0,0,0,0,0.00137695451143361
"2020-08-31",0,0,0,0,0.00136758747392961
"2020-09-01",0,0,0,0,0.00135834711953948
"2020-09-02",0,0,0,0,0.00134923059508504
"2020-09-03",0,0,0,0,0.00134023572445244
"2020-09-04",0,0,0,0,0.00133136008452074
"2020-09-05",0,0,0,0,0.00132260104387319
"2020-09-06",0,0,0,0,0.00131395659259905
"2020-09-07",0,0,0,0,0.0013054244976716
"2020-09-08",0,0,0,0,0.00129700231398516
"2020-09-09",0,0,0,0,0.00128868844919165
"2020-09-10",0,0,0,0,0.00128047999151586
"2020-09-11",0,0,0,0,0.00127237568829818
"2020-09-12",0,0,0,0,0.00126437332495429
"2020-09-13",0,0,0,0,0.00125647159249556
"2020-09-14",0,0,0,0,0.0012486743742849
"2020-09-15",0,0,0,0,0.00124095900412176
"2020-09-16",0,0,0,0,0.00123334575869732
"2020-09-17",0,0,0,0,0.00122582535773037
"2020-09-18",0,0,0,0,0.00121839611314059
"2020-09-19",0,0,0,0,0.00121105637751601
"2020-09-20",0,0,0,0,0.00120380467735416
"2020-09-21",0,0,0,0,0.00119671128257903
"2020-09-22",0,0,0,0,0.00118955857429954
"2020-09-23",0,0,0,0,0.00118256093333949
"2020-09-24",0,0,0,0,0.00117564537232587
"2020-09-25",0,0,0,0,0.0011688144627622
"2020-09-26",0,0,0,0,0.00116205409634575
"2020-09-27",0,0,0,0,0.0011553759139999
"2020-09-28",0,0,0,0,0.00114877347934651
"2020-09-29",0,0,0,0,0.00114224635606652
"2020-09-30",0,0,0,0,0.00113579311590309
"2020-10-01",0,0,0,0,0.00112941212734662
"2020-10-02",0,0,0,0,0.00112310256239004
"2020-10-03",0,0,0,0,0.00111686310370923
"2020-10-04",0,0,0,0,0.00111069258932513
"2020-10-05",0,0,0,0,0.00110459012384744
"2020-10-06",0,0,0,0,0.00109855387250088
"2020-10-07",0,0,0,0,0.00109258347102017
"2020-10-08",0,0,0,0,0.00108667761442007
"2020-10-09",0,0,0,0,0.00108083529091425
"2020-10-10",0,0,0,0,0.00107505539859602
"2020-10-11",0,0,0,0,0.00106933701419055
"2020-10-12",0,0,0,0,0.00106367914639777
"2020-10-13",0,0,0,0,0.00105808083509307
"2020-10-14",0,0,0,0,0.00105254125705808
"2020-10-15",0,0,0,0,0.00104705915972741
"2020-10-16",0,0,0,0,0.00104163398273401
"2020-10-17",0,0,0,0,0.00103626473540089
"2020-10-18",0,0,0,0,0.00103095055727007
"2020-10-19",0,0,0,0,0.00102569060544727
"2020-10-20",0,0,0,0,0.00102048405415058
"2020-10-21",0,0,0,0,0.00101533009428113
"2020-10-22",0,0,0,0,0.00101022793300334
"2020-10-23",0,0,0,0,0.00100517679333832
"2020-10-24",0,0,0,0,0.00100017591376971
"2020-10-25",0,0,0,0,0.00099522454785973
"2020-10-26",0,0,0,0,0.000990321963880127
"2020-10-27",0,0,0,0,0.000985467444449343
"2020-10-28",0,0,0,0,0.000980660286183816
"2020-10-29",0,0,0,0,0.000975901046391268
"2020-10-30",0,0,0,0,0.000971185307573267
"2020-10-31",0,0,0,0,0.000966516147440707
"2020-11-01",0,0,0,0,0.00096189166826635
"2020-11-02",0,0,0,0,0.000957311231750797
"2020-11-03",0,0,0,0,0.000952774211695107
"2020-11-04",0,0,0,0,0.000948279993715633
"2020-11-05",0,0,0,0,0.000943885480885633
"2020-11-06",0,0,0,0,0.000939417563867608
"2020-11-07",0,0,0,0,0.00093504817984962
"2020-11-08",0,0,0,0,0.000930046563066878
"2020-11-09",0,0,0,0,0.000926430224274972
"2020-11-10",0,0,0,0,0.000922180544347105
"2020-11-11",0,0,0,0,0.000913375410423271
"2020-11-12",0,0,0,0,0.000913797084853043
"2020-11-13",0,0,0,0,0.000909662256414794
"2020-11-14",0,0,0,0,0.000905564678683198
"2020-11-15",0,0,0,0,0.00090150385052767
"2020-11-16",0,0,0,0,0.000897479279766387
"2020-11-17",0,0,0,0,0.000893490482967424
"2020-11-18",0,0,0,0,0.00088953698525518
"2020-11-19",0,0,0,0,0.000885618320121899
"2020-11-20",0,0,0,0,0.000881734029244173
"2020-11-21",0,0,0,0,0.000877883662304242
"2020-11-22",0,0,0,0,0.000874066776815963
"2020-11-23",0,0,0,0,0.00087028293795529
"2020-11-24",0,0,0,0,0.000866531718395139
"2020-11-25",0,0,0,0,0.000862812698144518
"2020-11-26",0,0,0,0,0.000859125464391762
"2020-11-27",0,0,0,0,0.000855469611351799
"2020-11-28",0,0,0,0,0.00085184474011726
"2020-11-29",0,0,0,0,0.000848250458513389
"2020-11-30",0,0,0,0,0.000844686380956613
"2020-12-01",0,0,0,0,0.000841152128316626
"2020-12-02",0,0,0,0,0.000837647327781974
"2020-12-03",0,0,0,0,0.000834171612728939
"2020-12-04",0,0,0,0,0.000830724622593696
"2020-12-05",0,0,0,0,0.000827306002747633
"2020-12-06",0,0,0,0,0.000823915404375716
"2020-12-07",0,0,0,0,0.000820552484357857
"2020-12-08",0,0,0,0,0.000817216905153151
"2020-12-09",0,0,0,0,0.000813908334686947
"2020-12-10",0,0,0,0,0.000810626446240651
"2020-12-11",0,0,0,0,0.000807370918344077
"2020-12-12",0,0,0,0,0.000804141434670704
"2020-12-13",0,0,0,0,0.000800937683934966
"2020-12-14",0,0,0,0,0.000797759359792366
"2020-12-15",0,0,0,0,0.000794606160741806
"2020-12-16",0,0,0,0,0.000791477790030222
"2020-12-17",0,0,0,0,0.000788373955559869
