"year_week","date","countrycode","countryname","hosp_occupancy","hosp_weekly_admission","icu_weekly_admission"
"2020-W13",2020-03-28,"LT","Lithuania",NA,3.04203302287895,NA
"2020-W13",2020-03-29,"LT","Lithuania",NA,3.04203302287895,NA
"2020-W14",2020-03-30,"LT","Lithuania",NA,2.32626054690743,NA
"2020-W14",2020-03-31,"LT","Lithuania",NA,2.32626054690743,NA
"2020-W14",2020-04-01,"LT","Lithuania",NA,2.32626054690743,NA
"2020-W14",2020-04-02,"LT","Lithuania",NA,2.32626054690743,NA
"2020-W14",2020-04-03,"LT","Lithuania",NA,2.32626054690743,NA
"2020-W14",2020-04-04,"LT","Lithuania",NA,2.32626054690743,NA
"2020-W14",2020-04-05,"LT","Lithuania",NA,2.32626054690743,NA
"2020-W15",2020-04-06,"LT","Lithuania",NA,1.18102458535301,NA
"2020-W15",2020-04-07,"LT","Lithuania",NA,1.18102458535301,NA
"2020-W15",2020-04-08,"LT","Lithuania",NA,1.18102458535301,NA
"2020-W15",2020-04-09,"LT","Lithuania",NA,1.18102458535301,NA
"2020-W15",2020-04-10,"LT","Lithuania",NA,1.18102458535301,NA
"2020-W15",2020-04-11,"LT","Lithuania",NA,1.18102458535301,NA
"2020-W15",2020-04-12,"LT","Lithuania",NA,1.18102458535301,NA
"2020-W16",2020-04-13,"LT","Lithuania",NA,1.43154495194304,NA
"2020-W16",2020-04-14,"LT","Lithuania",NA,1.43154495194304,NA
"2020-W16",2020-04-15,"LT","Lithuania",NA,1.43154495194304,NA
"2020-W16",2020-04-16,"LT","Lithuania",NA,1.43154495194304,NA
"2020-W16",2020-04-17,"LT","Lithuania",NA,1.43154495194304,NA
"2020-W16",2020-04-18,"LT","Lithuania",NA,1.43154495194304,NA
"2020-W16",2020-04-19,"LT","Lithuania",NA,1.43154495194304,NA
"2020-W42",2020-10-12,"LT","Lithuania",NA,4.18726898443338,0.322097614187183
"2020-W42",2020-10-13,"LT","Lithuania",149,4.18726898443338,0.322097614187183
"2020-W42",2020-10-14,"LT","Lithuania",141,4.18726898443338,0.322097614187183
"2020-W42",2020-10-15,"LT","Lithuania",174,4.18726898443338,0.322097614187183
"2020-W42",2020-10-16,"LT","Lithuania",199,4.18726898443338,0.322097614187183
"2020-W42",2020-10-17,"LT","Lithuania",NA,4.18726898443338,0.322097614187183
"2020-W42",2020-10-18,"LT","Lithuania",NA,4.18726898443338,0.322097614187183
"2020-W43",2020-10-19,"LT","Lithuania",229,6.69247265033369,0.393674861784335
"2020-W43",2020-10-20,"LT","Lithuania",232,6.69247265033369,0.393674861784335
"2020-W43",2020-10-21,"LT","Lithuania",245,6.69247265033369,0.393674861784335
"2020-W43",2020-10-22,"LT","Lithuania",239,6.69247265033369,0.393674861784335
"2020-W43",2020-10-23,"LT","Lithuania",255,6.69247265033369,0.393674861784335
"2020-W43",2020-10-24,"LT","Lithuania",NA,6.69247265033369,0.393674861784335
"2020-W43",2020-10-25,"LT","Lithuania",NA,6.69247265033369,0.393674861784335
"2020-W44",2020-10-26,"LT","Lithuania",322,3.61465100365617,0.930504218762973
"2020-W44",2020-10-27,"LT","Lithuania",342,3.61465100365617,0.930504218762973
"2020-W44",2020-10-28,"LT","Lithuania",348,3.61465100365617,0.930504218762973
"2020-W44",2020-10-29,"LT","Lithuania",370,3.61465100365617,0.930504218762973
"2020-W44",2020-10-30,"LT","Lithuania",415,3.61465100365617,0.930504218762973
"2020-W44",2020-10-31,"LT","Lithuania",NA,3.61465100365617,0.930504218762973
"2020-W44",2020-11-01,"LT","Lithuania",NA,3.61465100365617,0.930504218762973
"2020-W45",2020-11-02,"LT","Lithuania",NA,13.7070429148546,1.7894311899288
"2020-W45",2020-11-03,"LT","Lithuania",NA,13.7070429148546,1.7894311899288
"2020-W45",2020-11-04,"LT","Lithuania",NA,13.7070429148546,1.7894311899288
"2020-W45",2020-11-05,"LT","Lithuania",NA,13.7070429148546,1.7894311899288
"2020-W45",2020-11-06,"LT","Lithuania",NA,13.7070429148546,1.7894311899288
"2020-W45",2020-11-07,"LT","Lithuania",NA,13.7070429148546,1.7894311899288
"2020-W45",2020-11-08,"LT","Lithuania",NA,13.7070429148546,1.7894311899288
"2020-W46",2020-11-09,"LT","Lithuania",NA,16.3196124521506,2.18310605171313
"2020-W46",2020-11-10,"LT","Lithuania",NA,16.3196124521506,2.18310605171313
"2020-W46",2020-11-11,"LT","Lithuania",NA,16.3196124521506,2.18310605171313
"2020-W46",2020-11-12,"LT","Lithuania",1092,16.3196124521506,2.18310605171313
"2020-W46",2020-11-13,"LT","Lithuania",1205,16.3196124521506,2.18310605171313
"2020-W46",2020-11-14,"LT","Lithuania",NA,16.3196124521506,2.18310605171313
"2020-W46",2020-11-15,"LT","Lithuania",NA,16.3196124521506,2.18310605171313
"2020-W47",2020-11-16,"LT","Lithuania",NA,23.3699713404701,2.61256953729604
"2020-W47",2020-11-17,"LT","Lithuania",NA,23.3699713404701,2.61256953729604
"2020-W47",2020-11-18,"LT","Lithuania",1,23.3699713404701,2.61256953729604
"2020-W47",2020-11-19,"LT","Lithuania",1,23.3699713404701,2.61256953729604
"2020-W47",2020-11-20,"LT","Lithuania",NA,23.3699713404701,2.61256953729604
"2020-W47",2020-11-21,"LT","Lithuania",NA,23.3699713404701,2.61256953729604
"2020-W47",2020-11-22,"LT","Lithuania",NA,23.3699713404701,2.61256953729604
"2020-W48",2020-11-23,"LT","Lithuania",1629,22.4394671217071,3.22097614187183
"2020-W48",2020-11-24,"LT","Lithuania",NA,22.4394671217071,3.22097614187183
"2020-W48",2020-11-25,"LT","Lithuania",NA,22.4394671217071,3.22097614187183
"2020-W48",2020-11-26,"LT","Lithuania",NA,22.4394671217071,3.22097614187183
"2020-W48",2020-11-27,"LT","Lithuania",NA,22.4394671217071,3.22097614187183
"2020-W48",2020-11-28,"LT","Lithuania",NA,22.4394671217071,3.22097614187183
"2020-W48",2020-11-29,"LT","Lithuania",NA,22.4394671217071,3.22097614187183
"2020-W49",2020-11-30,"LT","Lithuania",1887,25.4457115207875,3.32834201326756
"2020-W49",2020-12-01,"LT","Lithuania",1885,25.4457115207875,3.32834201326756
"2020-W49",2020-12-02,"LT","Lithuania",1949,25.4457115207875,3.32834201326756
"2020-W49",2020-12-03,"LT","Lithuania",1940,25.4457115207875,3.32834201326756
"2020-W49",2020-12-04,"LT","Lithuania",1981,25.4457115207875,3.32834201326756
"2020-W49",2020-12-05,"LT","Lithuania",2054,25.4457115207875,3.32834201326756
"2020-W49",2020-12-06,"LT","Lithuania",2133,25.4457115207875,3.32834201326756
"2020-W50",2020-12-07,"LT","Lithuania",NA,28.6308990388607,4.0083258654405
"2020-W50",2020-12-08,"LT","Lithuania",NA,28.6308990388607,4.0083258654405
"2020-W50",2020-12-09,"LT","Lithuania",NA,28.6308990388607,4.0083258654405
"2020-W50",2020-12-10,"LT","Lithuania",NA,28.6308990388607,4.0083258654405
"2020-W50",2020-12-11,"LT","Lithuania",NA,28.6308990388607,4.0083258654405
"2020-W50",2020-12-12,"LT","Lithuania",NA,28.6308990388607,4.0083258654405
"2020-W50",2020-12-13,"LT","Lithuania",NA,28.6308990388607,4.0083258654405
"2020-W51",2020-12-14,"LT","Lithuania",2372,25.6962318873775,3.97253724164193
"2020-W51",2020-12-15,"LT","Lithuania",2307,25.6962318873775,3.97253724164193
"2020-W51",2020-12-16,"LT","Lithuania",2356,25.6962318873775,3.97253724164193
"2020-W51",2020-12-17,"LT","Lithuania",2468,25.6962318873775,3.97253724164193
"2020-W51",2020-12-18,"LT","Lithuania",2353,25.6962318873775,3.97253724164193
"2020-W51",2020-12-19,"LT","Lithuania",2432,25.6962318873775,3.97253724164193
"2020-W51",2020-12-20,"LT","Lithuania",2478,25.6962318873775,3.97253724164193
"2020-W52",2020-12-21,"LT","Lithuania",2451,21.938426388527,4.43778935102341
"2020-W52",2020-12-22,"LT","Lithuania",2258,21.938426388527,4.43778935102341
"2020-W52",2020-12-23,"LT","Lithuania",2284,21.938426388527,4.43778935102341
"2020-W52",2020-12-24,"LT","Lithuania",2312,21.938426388527,4.43778935102341
"2020-W52",2020-12-25,"LT","Lithuania",2300,21.938426388527,4.43778935102341
"2020-W52",2020-12-26,"LT","Lithuania",2448,21.938426388527,4.43778935102341
"2020-W52",2020-12-27,"LT","Lithuania",2510,21.938426388527,4.43778935102341
"2020-W53",2020-12-28,"LT","Lithuania",2506,26.0541181253633,4.72409834141202
"2020-W53",2020-12-29,"LT","Lithuania",NA,26.0541181253633,4.72409834141202
"2020-W53",2020-12-30,"LT","Lithuania",2429,26.0541181253633,4.72409834141202
"2020-W53",2020-12-31,"LT","Lithuania",2480,26.0541181253633,4.72409834141202
"2020-W53",2021-01-01,"LT","Lithuania",2406,26.0541181253633,4.72409834141202
"2020-W53",2021-01-02,"LT","Lithuania",2494,26.0541181253633,4.72409834141202
"2020-W53",2021-01-03,"LT","Lithuania",2571,26.0541181253633,4.72409834141202
"2021-W01",2021-01-04,"LT","Lithuania",2568,23.8710120736501,4.0083258654405
"2021-W01",2021-01-05,"LT","Lithuania",2412,23.8710120736501,4.0083258654405
"2021-W01",2021-01-06,"LT","Lithuania",2413,23.8710120736501,4.0083258654405
"2021-W01",2021-01-07,"LT","Lithuania",2390,23.8710120736501,4.0083258654405
"2021-W01",2021-01-08,"LT","Lithuania",2235,23.8710120736501,4.0083258654405
"2021-W01",2021-01-09,"LT","Lithuania",2211,23.8710120736501,4.0083258654405
"2021-W01",2021-01-10,"LT","Lithuania",2212,23.8710120736501,4.0083258654405
"2021-W02",2021-01-11,"LT","Lithuania",2155,18.8963933656481,3.50728513226044
"2021-W02",2021-01-12,"LT","Lithuania",2096,18.8963933656481,3.50728513226044
"2021-W02",2021-01-13,"LT","Lithuania",2038,18.8963933656481,3.50728513226044
"2021-W02",2021-01-14,"LT","Lithuania",2008,18.8963933656481,3.50728513226044
"2021-W02",2021-01-15,"LT","Lithuania",1850,18.8963933656481,3.50728513226044
"2021-W02",2021-01-16,"LT","Lithuania",1859,18.8963933656481,3.50728513226044
"2021-W02",2021-01-17,"LT","Lithuania",1910,18.8963933656481,3.50728513226044
"2021-W02",2021-01-18,"LT","Lithuania",NA,18.8963933656481,3.50728513226044
"2021-W02",2021-01-19,"LT","Lithuania",NA,18.8963933656481,3.50728513226044
"2021-W02",2021-01-20,"LT","Lithuania",NA,18.8963933656481,3.50728513226044
"2021-W02",2021-01-21,"LT","Lithuania",NA,18.8963933656481,3.50728513226044
"2021-W02",2021-01-22,"LT","Lithuania",NA,18.8963933656481,3.50728513226044
"2021-W02",2021-01-23,"LT","Lithuania",NA,18.8963933656481,3.50728513226044
