"year_week","date","countrycode","countryname","icu_occupancy","hosp_weekly_admission"
"2020-W34",2020-08-22,"DE","Germany",230,0.355339432090256
"2020-W34",2020-08-23,"DE","Germany",242,0.355339432090256
"2020-W35",2020-08-24,"DE","Germany",243,0.332453163582748
"2020-W35",2020-08-25,"DE","Germany",223,0.332453163582748
"2020-W35",2020-08-26,"DE","Germany",225,0.332453163582748
"2020-W35",2020-08-27,"DE","Germany",238,0.332453163582748
"2020-W35",2020-08-28,"DE","Germany",234,0.332453163582748
"2020-W35",2020-08-29,"DE","Germany",239,0.332453163582748
"2020-W35",2020-08-30,"DE","Germany",243,0.332453163582748
"2020-W36",2020-08-31,"DE","Germany",244,0.367384836567892
"2020-W36",2020-09-01,"DE","Germany",233,0.367384836567892
"2020-W36",2020-09-02,"DE","Germany",226,0.367384836567892
"2020-W36",2020-09-03,"DE","Germany",221,0.367384836567892
"2020-W36",2020-09-04,"DE","Germany",223,0.367384836567892
"2020-W36",2020-09-05,"DE","Germany",220,0.367384836567892
"2020-W36",2020-09-06,"DE","Germany",216,0.367384836567892
"2020-W37",2020-09-07,"DE","Germany",227,0.460134451045688
"2020-W37",2020-09-08,"DE","Germany",229,0.460134451045688
"2020-W37",2020-09-09,"DE","Germany",225,0.460134451045688
"2020-W37",2020-09-10,"DE","Germany",230,0.460134451045688
"2020-W37",2020-09-11,"DE","Germany",218,0.460134451045688
"2020-W37",2020-09-12,"DE","Germany",231,0.460134451045688
"2020-W37",2020-09-13,"DE","Germany",234,0.460134451045688
"2020-W38",2020-09-14,"DE","Germany",233,0.662497246269969
"2020-W38",2020-09-15,"DE","Germany",232,0.662497246269969
"2020-W38",2020-09-16,"DE","Germany",228,0.662497246269969
"2020-W38",2020-09-17,"DE","Germany",234,0.662497246269969
"2020-W38",2020-09-18,"DE","Germany",243,0.662497246269969
"2020-W38",2020-09-19,"DE","Germany",253,0.662497246269969
"2020-W38",2020-09-20,"DE","Germany",265,0.662497246269969
"2020-W39",2020-09-21,"DE","Germany",265,0.704656161941694
"2020-W39",2020-09-22,"DE","Germany",274,0.704656161941694
"2020-W39",2020-09-23,"DE","Germany",289,0.704656161941694
"2020-W39",2020-09-24,"DE","Germany",291,0.704656161941694
"2020-W39",2020-09-25,"DE","Germany",297,0.704656161941694
"2020-W39",2020-09-26,"DE","Germany",309,0.704656161941694
"2020-W39",2020-09-27,"DE","Germany",324,0.704656161941694
"2020-W40",2020-09-28,"DE","Germany",352,0.957609655972046
"2020-W40",2020-09-29,"DE","Germany",351,0.957609655972046
"2020-W40",2020-09-30,"DE","Germany",354,0.957609655972046
"2020-W40",2020-10-01,"DE","Germany",360,0.957609655972046
"2020-W40",2020-10-02,"DE","Germany",370,0.957609655972046
"2020-W40",2020-10-03,"DE","Germany",401,0.957609655972046
"2020-W40",2020-10-04,"DE","Germany",422,0.957609655972046
"2020-W41",2020-10-05,"DE","Germany",444,1.5213345855254
"2020-W41",2020-10-06,"DE","Germany",448,1.5213345855254
"2020-W41",2020-10-07,"DE","Germany",470,1.5213345855254
"2020-W41",2020-10-08,"DE","Germany",487,1.5213345855254
"2020-W41",2020-10-09,"DE","Germany",510,1.5213345855254
"2020-W41",2020-10-10,"DE","Germany",531,1.5213345855254
"2020-W41",2020-10-11,"DE","Germany",545,1.5213345855254
"2020-W42",2020-10-12,"DE","Germany",589,2.2127408025417
"2020-W42",2020-10-13,"DE","Germany",617,2.2127408025417
"2020-W42",2020-10-14,"DE","Germany",601,2.2127408025417
"2020-W42",2020-10-15,"DE","Germany",651,2.2127408025417
"2020-W42",2020-10-16,"DE","Germany",688,2.2127408025417
"2020-W42",2020-10-17,"DE","Germany",726,2.2127408025417
"2020-W42",2020-10-18,"DE","Germany",766,2.2127408025417
"2020-W43",2020-10-19,"DE","Germany",846,3.41005400761869
"2020-W43",2020-10-20,"DE","Germany",875,3.41005400761869
"2020-W43",2020-10-21,"DE","Germany",940,3.41005400761869
"2020-W43",2020-10-22,"DE","Germany",1025,3.41005400761869
"2020-W43",2020-10-23,"DE","Germany",1116,3.41005400761869
"2020-W43",2020-10-24,"DE","Germany",1193,3.41005400761869
"2020-W43",2020-10-25,"DE","Germany",1286,3.41005400761869
"2020-W44",2020-10-26,"DE","Germany",1352,4.75070752597956
"2020-W44",2020-10-27,"DE","Germany",1462,4.75070752597956
"2020-W44",2020-10-28,"DE","Germany",1563,4.75070752597956
"2020-W44",2020-10-29,"DE","Germany",1689,4.75070752597956
"2020-W44",2020-10-30,"DE","Germany",1832,4.75070752597956
"2020-W44",2020-10-31,"DE","Germany",1935,4.75070752597956
"2020-W44",2020-11-01,"DE","Germany",2056,4.75070752597956
"2020-W45",2020-11-02,"DE","Germany",2234,5.32286423866726
"2020-W45",2020-11-03,"DE","Germany",2374,5.32286423866726
"2020-W45",2020-11-04,"DE","Germany",2542,5.32286423866726
"2020-W45",2020-11-05,"DE","Germany",2647,5.32286423866726
"2020-W45",2020-11-06,"DE","Germany",2745,5.32286423866726
"2020-W45",2020-11-07,"DE","Germany",2830,5.32286423866726
"2020-W45",2020-11-08,"DE","Germany",2897,5.32286423866726
"2020-W46",2020-11-09,"DE","Germany",3001,5.89622549180272
"2020-W46",2020-11-10,"DE","Germany",3053,5.89622549180272
"2020-W46",2020-11-11,"DE","Germany",3118,5.89622549180272
"2020-W46",2020-11-12,"DE","Germany",3177,5.89622549180272
"2020-W46",2020-11-13,"DE","Germany",3289,5.89622549180272
"2020-W46",2020-11-14,"DE","Germany",3315,5.89622549180272
"2020-W46",2020-11-15,"DE","Germany",3376,5.89622549180272
"2020-W47",2020-11-16,"DE","Germany",3425,5.79865771553387
"2020-W47",2020-11-17,"DE","Germany",3507,5.79865771553387
"2020-W47",2020-11-18,"DE","Germany",3551,5.79865771553387
"2020-W47",2020-11-19,"DE","Germany",3581,5.79865771553387
"2020-W47",2020-11-20,"DE","Germany",3603,5.79865771553387
"2020-W47",2020-11-21,"DE","Germany",3621,5.79865771553387
"2020-W47",2020-11-22,"DE","Germany",3696,5.79865771553387
"2020-W48",2020-11-23,"DE","Germany",3726,6.33708729568419
"2020-W48",2020-11-24,"DE","Germany",3758,6.33708729568419
"2020-W48",2020-11-25,"DE","Germany",3769,6.33708729568419
"2020-W48",2020-11-26,"DE","Germany",3815,6.33708729568419
"2020-W48",2020-11-27,"DE","Germany",3846,6.33708729568419
"2020-W48",2020-11-28,"DE","Germany",3880,6.33708729568419
"2020-W48",2020-11-29,"DE","Germany",3891,6.33708729568419
"2020-W49",2020-11-30,"DE","Germany",3916,6.94056206001375
"2020-W49",2020-12-01,"DE","Germany",3912,6.94056206001375
"2020-W49",2020-12-02,"DE","Germany",3949,6.94056206001375
"2020-W49",2020-12-03,"DE","Germany",3971,6.94056206001375
"2020-W49",2020-12-04,"DE","Germany",4001,6.94056206001375
"2020-W49",2020-12-05,"DE","Germany",4038,6.94056206001375
"2020-W49",2020-12-06,"DE","Germany",4097,6.94056206001375
"2020-W50",2020-12-07,"DE","Germany",4167,7.18387923046199
"2020-W50",2020-12-08,"DE","Germany",4238,7.18387923046199
"2020-W50",2020-12-09,"DE","Germany",4259,7.18387923046199
"2020-W50",2020-12-10,"DE","Germany",4319,7.18387923046199
"2020-W50",2020-12-11,"DE","Germany",4414,7.18387923046199
"2020-W50",2020-12-12,"DE","Germany",4475,7.18387923046199
"2020-W50",2020-12-13,"DE","Germany",4541,7.18387923046199
"2020-W51",2020-12-14,"DE","Germany",4661,6.9983800015064
"2020-W51",2020-12-15,"DE","Germany",4722,6.9983800015064
"2020-W51",2020-12-16,"DE","Germany",4820,6.9983800015064
"2020-W51",2020-12-17,"DE","Germany",4839,6.9983800015064
"2020-W51",2020-12-18,"DE","Germany",4889,6.9983800015064
"2020-W51",2020-12-19,"DE","Germany",4930,6.9983800015064
"2020-W51",2020-12-20,"DE","Germany",5018,6.9983800015064
"2020-W52",2020-12-21,"DE","Germany",5157,6.13351996001215
"2020-W52",2020-12-22,"DE","Germany",5202,6.13351996001215
"2020-W52",2020-12-23,"DE","Germany",5226,6.13351996001215
"2020-W52",2020-12-24,"DE","Germany",5330,6.13351996001215
"2020-W52",2020-12-25,"DE","Germany",5364,6.13351996001215
"2020-W52",2020-12-26,"DE","Germany",5520,6.13351996001215
"2020-W52",2020-12-27,"DE","Germany",5546,6.13351996001215
"2020-W53",2020-12-28,"DE","Germany",5582,3.55700794224585
"2020-W53",2020-12-29,"DE","Germany",5637,3.55700794224585
"2020-W53",2020-12-30,"DE","Germany",5630,3.55700794224585
"2020-W53",2020-12-31,"DE","Germany",5623,3.55700794224585
"2020-W53",2021-01-01,"DE","Germany",5584,3.55700794224585
"2020-W53",2021-01-02,"DE","Germany",5703,3.55700794224585
"2020-W53",2021-01-03,"DE","Germany",5745,3.55700794224585
"2021-W01",2021-01-04,"DE","Germany",5723,2.77405665119952
"2021-W01",2021-01-05,"DE","Germany",5650,2.77405665119952
"2021-W01",2021-01-06,"DE","Germany",5552,2.77405665119952
"2021-W01",2021-01-07,"DE","Germany",5474,2.77405665119952
"2021-W01",2021-01-08,"DE","Germany",5467,2.77405665119952
"2021-W01",2021-01-09,"DE","Germany",5398,2.77405665119952
"2021-W01",2021-01-10,"DE","Germany",5300,2.77405665119952
"2021-W01",2021-01-11,"DE","Germany",NA,2.77405665119952
"2021-W01",2021-01-12,"DE","Germany",NA,2.77405665119952
"2021-W01",2021-01-13,"DE","Germany",NA,2.77405665119952
"2021-W01",2021-01-14,"DE","Germany",NA,2.77405665119952
"2021-W01",2021-01-15,"DE","Germany",NA,2.77405665119952
