"Date","CountryName","RegionName","cases","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","X","date","estimate","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-02-20,"Bulgaria","",0,0,0,0,0,NA,NA,0,0,0
2020-02-21,"Bulgaria","",0,0,0,0,0,NA,NA,0,0,0
2020-02-22,"Bulgaria","",0,0,0,0,0,NA,NA,0,0,0
2020-02-23,"Bulgaria","",0,0,0,0,0,NA,NA,0,0,0
2020-02-24,"Bulgaria","",0,0,0,0,0,NA,NA,0,0,0
2020-02-25,"Bulgaria","",0,0,0,0,0,NA,NA,0,0,0
2020-02-26,"Bulgaria","",0,0,0,0,0,NA,NA,0,0,0
2020-02-27,"Bulgaria","",0,0,0,0,0,NA,NA,0,0,0
2020-02-28,"Bulgaria","",0,0,0,0,0,NA,NA,0,0,0
2020-02-29,"Bulgaria","",0,0,0,0,0,NA,NA,0,0,0
2020-03-01,"Bulgaria","",0,0,0,0,0,NA,NA,0,0,0
2020-03-02,"Bulgaria","",0,0,0,0,0,NA,NA,0,0,0
2020-03-03,"Bulgaria","",0,0,0,0,0,NA,NA,0,0,0
2020-03-04,"Bulgaria","",0,0,0,0,0,NA,NA,0,0,0
2020-03-05,"Bulgaria","",0,0,0,0,0,NA,NA,0,0,0
2020-03-06,"Bulgaria","",0,0,0,0,0,NA,NA,0,0,0
2020-03-07,"Bulgaria","",0,0,0,0,0,NA,NA,0,0,0
2020-03-08,"Bulgaria","",4,0.571428571428571,0,0.571428571428571,0,NA,NA,4,0,0
2020-03-09,"Bulgaria","",0,0.571428571428571,0,0,0,NA,NA,0,0,0
2020-03-10,"Bulgaria","",0,0.571428571428571,0,0,0,NA,NA,0,0,0
2020-03-11,"Bulgaria","",3,1,0.142857142857143,0.428571428571429,0.142857142857143,NA,NA,3,0,0
2020-03-12,"Bulgaria","",0,1,0.142857142857143,0,0,NA,NA,0,0,0
2020-03-13,"Bulgaria","",16,3.28571428571429,0.142857142857143,2.28571428571429,0,NA,NA,16,0,0
2020-03-14,"Bulgaria","",18,5.85714285714286,0.285714285714286,2.57142857142857,0.142857142857143,NA,NA,18,0.142857142857143,0.0428571428571429
2020-03-15,"Bulgaria","",10,6.71428571428571,0.285714285714286,0.857142857142858,0,NA,NA,10,0.142857142857143,0.0428571428571429
2020-03-16,"Bulgaria","",1,6.85714285714286,0.285714285714286,0.142857142857142,0,NA,NA,1,0.142857142857143,0.0428571428571429
2020-03-17,"Bulgaria","",15,9,0.285714285714286,2.14285714285714,0,NA,NA,15,0.25,0.075
2020-03-18,"Bulgaria","",25,12.1428571428571,0.142857142857143,3.14285714285714,-0.142857142857143,NA,NA,25,0.25,0.075
2020-03-19,"Bulgaria","",2,12.4285714285714,0.285714285714286,0.285714285714286,0.142857142857143,NA,NA,2,0.821428571428571,0.246428571428571
2020-03-20,"Bulgaria","",33,14.8571428571429,0.285714285714286,2.42857142857143,0,NA,NA,33,1.46428571428571,0.439285714285714
2020-03-21,"Bulgaria","",36,17.4285714285714,0.142857142857143,2.57142857142857,-0.142857142857143,NA,NA,36,1.67857142857143,0.503571428571429
2020-03-22,"Bulgaria","",24,19.4285714285714,0.142857142857143,2,0,NA,NA,24,1.71428571428571,0.514285714285714
2020-03-23,"Bulgaria","",14,21.2857142857143,0.142857142857143,1.85714285714286,0,NA,NA,14,2.25,0.675
2020-03-24,"Bulgaria","",17,21.5714285714286,0.142857142857143,0.285714285714288,0,NA,NA,17,3.03571428571429,0.910714285714286
2020-03-25,"Bulgaria","",24,21.4285714285714,0.142857142857143,-0.142857142857146,0,NA,NA,24,3.10714285714286,0.932142857142857
2020-03-26,"Bulgaria","",22,24.2857142857143,0,2.85714285714286,-0.142857142857143,NA,NA,22,3.71428571428571,1.11428571428571
2020-03-27,"Bulgaria","",29,23.7142857142857,0,-0.571428571428569,0,NA,NA,29,4.35714285714286,1.30714285714286
2020-03-28,"Bulgaria","",38,24,0.571428571428571,0.285714285714285,0.571428571428571,NA,NA,38,4.85714285714286,1.45714285714286
2020-03-29,"Bulgaria","",15,22.7142857142857,0.714285714285714,-1.28571428571428,0.142857142857143,NA,NA,15,5.32142857142857,1.59642857142857
2020-03-30,"Bulgaria","",13,22.5714285714286,0.714285714285714,-0.142857142857142,0,NA,NA,13,5.39285714285714,1.61785714285714
2020-03-31,"Bulgaria","",40,25.8571428571429,0.714285714285714,3.28571428571428,0,NA,NA,40,5.35714285714286,1.60714285714286
2020-04-01,"Bulgaria","",23,25.7142857142857,1,-0.142857142857142,0.285714285714286,NA,NA,23,6.07142857142857,1.82142857142857
2020-04-02,"Bulgaria","",35,27.5714285714286,1,1.85714285714286,0,NA,NA,35,5.92857142857143,1.77857142857143
2020-04-03,"Bulgaria","",28,27.4285714285714,1.57142857142857,-0.142857142857146,0.571428571428571,NA,NA,28,6,1.8
2020-04-04,"Bulgaria","",18,24.5714285714286,1.42857142857143,-2.85714285714285,-0.142857142857143,NA,NA,18,5.67857142857143,1.70357142857143
2020-04-05,"Bulgaria","",28,26.4285714285714,1.71428571428571,1.85714285714285,0.285714285714286,NA,NA,28,5.64285714285714,1.69285714285714
2020-04-06,"Bulgaria","",18,27.1428571428571,2,0.714285714285715,0.285714285714286,NA,NA,18,6.46428571428571,1.93928571428571
2020-04-07,"Bulgaria","",28,25.4285714285714,2.14285714285714,-1.71428571428572,0.142857142857143,NA,NA,28,6.42857142857143,1.92857142857143
2020-04-08,"Bulgaria","",16,24.4285714285714,2,-1,-0.142857142857143,NA,NA,16,6.89285714285714,2.06785714285714
2020-04-09,"Bulgaria","",25,23,2,-1.42857142857143,0,NA,NA,25,6.85714285714286,2.05714285714286
2020-04-10,"Bulgaria","",17,21.4285714285714,1.57142857142857,-1.57142857142857,-0.428571428571429,NA,NA,17,6.14285714285714,1.84285714285714
2020-04-11,"Bulgaria","",26,22.5714285714286,1.57142857142857,1.14285714285715,0,NA,NA,26,6.60714285714286,1.98214285714286
2020-04-12,"Bulgaria","",14,20.5714285714286,1.28571428571429,-2,-0.285714285714286,NA,NA,14,6.78571428571429,2.03571428571429
2020-04-13,"Bulgaria","",10,19.4285714285714,1.42857142857143,-1.14285714285715,0.142857142857143,NA,NA,10,6.35714285714286,1.90714285714286
2020-04-14,"Bulgaria","",28,19.4285714285714,1.71428571428571,0,0.285714285714286,NA,NA,28,6.10714285714286,1.83214285714286
2020-04-15,"Bulgaria","",34,22,1.71428571428571,2.57142857142857,0,NA,NA,34,5.75,1.725
2020-04-16,"Bulgaria","",53,26,2,4,0.285714285714286,NA,NA,53,5.35714285714286,1.60714285714286
2020-04-17,"Bulgaria","",46,30.1428571428571,2.28571428571429,4.14285714285714,0.285714285714286,NA,NA,46,5.64285714285714,1.69285714285714
2020-04-18,"Bulgaria","",32,31,1.85714285714286,0.857142857142858,-0.428571428571428,NA,NA,32,5.14285714285714,1.54285714285714
2020-04-19,"Bulgaria","",16,31.2857142857143,1.85714285714286,0.285714285714285,0,NA,NA,16,4.85714285714286,1.45714285714286
2020-04-20,"Bulgaria","",35,34.8571428571429,1.57142857142857,3.57142857142857,-0.285714285714286,NA,NA,35,4.85714285714286,1.45714285714286
2020-04-21,"Bulgaria","",46,37.4285714285714,1.42857142857143,2.57142857142858,-0.142857142857143,NA,NA,46,5.5,1.65
2020-04-22,"Bulgaria","",49,39.5714285714286,1.85714285714286,2.14285714285714,0.428571428571429,NA,NA,49,6.5,1.95
2020-04-23,"Bulgaria","",73,42.4285714285714,2,2.85714285714286,0.142857142857143,NA,NA,73,7.53571428571429,2.26071428571429
2020-04-24,"Bulgaria","",137,55.4285714285714,1.85714285714286,13,-0.142857142857143,NA,NA,137,7.75,2.325
2020-04-25,"Bulgaria","",13,52.7142857142857,2,-2.71428571428572,0.142857142857143,NA,NA,13,7.82142857142857,2.34642857142857
2020-04-26,"Bulgaria","",53,58,2,5.28571428571428,0,NA,NA,53,8.71428571428571,2.61428571428571
2020-04-27,"Bulgaria","",63,62,2.14285714285714,4,0.142857142857143,NA,NA,63,9.35714285714286,2.80714285714286
2020-04-28,"Bulgaria","",36,60.5714285714286,1.85714285714286,-1.42857142857143,-0.285714285714286,NA,NA,36,9.89285714285714,2.96785714285714
2020-04-29,"Bulgaria","",48,60.4285714285714,2.14285714285714,-0.142857142857139,0.285714285714286,NA,NA,48,10.6071428571429,3.18214285714286
2020-04-30,"Bulgaria","",59,58.4285714285714,2,-2,-0.142857142857143,NA,NA,59,13.8571428571429,4.15714285714286
2020-05-01,"Bulgaria","",49,45.8571428571429,2,-12.5714285714286,0,NA,NA,49,13.1785714285714,3.95357142857143
2020-05-02,"Bulgaria","",39,49.5714285714286,2.42857142857143,3.71428571428572,0.428571428571428,NA,NA,39,14.5,4.35
2020-05-03,"Bulgaria","",24,45.4285714285714,2.42857142857143,-4.14285714285714,0,NA,NA,24,15.5,4.65
2020-05-04,"Bulgaria","",34,41.2857142857143,2.85714285714286,-4.14285714285715,0.428571428571429,NA,NA,34,15.1428571428571,4.54285714285714
2020-05-05,"Bulgaria","",52,43.5714285714286,3.14285714285714,2.28571428571428,0.285714285714286,NA,NA,52,15.1071428571429,4.53214285714286
2020-05-06,"Bulgaria","",74,47.2857142857143,2.85714285714286,3.71428571428572,-0.285714285714286,NA,NA,74,14.6071428571429,4.38214285714286
2020-05-07,"Bulgaria","",51,46.1428571428571,2.57142857142857,-1.14285714285714,-0.285714285714286,NA,NA,51,11.4642857142857,3.43928571428571
2020-05-08,"Bulgaria","",43,45.2857142857143,2.57142857142857,-0.857142857142861,0,NA,NA,43,12.3928571428571,3.71785714285714
2020-05-09,"Bulgaria","",49,46.7142857142857,2.57142857142857,1.42857142857143,0,NA,NA,49,11.3571428571429,3.40714285714286
2020-05-10,"Bulgaria","",44,49.5714285714286,2.57142857142857,2.85714285714285,0,NA,NA,44,10.3214285714286,3.09642857142857
2020-05-11,"Bulgaria","",25,48.2857142857143,2.14285714285714,-1.28571428571428,-0.428571428571429,NA,NA,25,10.8928571428571,3.26785714285714
2020-05-12,"Bulgaria","",33,45.5714285714286,2.14285714285714,-2.71428571428572,0,NA,NA,33,11.8214285714286,3.54642857142857
2020-05-13,"Bulgaria","",46,41.5714285714286,1.71428571428571,-4,-0.428571428571429,NA,NA,46,11.5357142857143,3.46071428571429
2020-05-14,"Bulgaria","",31,38.7142857142857,2.14285714285714,-2.85714285714285,0.428571428571429,NA,NA,31,11.3214285714286,3.39642857142857
2020-05-15,"Bulgaria","",38,38,2.28571428571429,-0.714285714285715,0.142857142857143,NA,NA,38,11.6785714285714,3.50357142857143
2020-05-16,"Bulgaria","",37,36.2857142857143,2.14285714285714,-1.71428571428572,-0.142857142857143,NA,NA,37,12.3928571428571,3.71785714285714
2020-05-17,"Bulgaria","",36,35.1428571428571,2.42857142857143,-1.14285714285714,0.285714285714286,NA,NA,36,12.0714285714286,3.62142857142857
2020-05-18,"Bulgaria","",24,35,2.42857142857143,-0.142857142857146,0,NA,NA,24,11.3928571428571,3.41785714285714
2020-05-19,"Bulgaria","",24,33.7142857142857,2.42857142857143,-1.28571428571428,0,NA,NA,24,10.3928571428571,3.11785714285714
2020-05-20,"Bulgaria","",33,31.8571428571429,2.85714285714286,-1.85714285714286,0.428571428571429,NA,NA,33,9.67857142857143,2.90357142857143
2020-05-21,"Bulgaria","",39,33,3,1.14285714285714,0.142857142857143,NA,NA,39,9.5,2.85
2020-05-22,"Bulgaria","",41,33.4285714285714,3.28571428571429,0.428571428571431,0.285714285714286,NA,NA,41,9.07142857142857,2.72142857142857
2020-05-23,"Bulgaria","",36,33.2857142857143,3,-0.142857142857146,-0.285714285714286,NA,NA,36,8.78571428571429,2.63571428571429
2020-05-24,"Bulgaria","",19,30.8571428571429,3.14285714285714,-2.42857142857143,0.142857142857143,NA,NA,19,8.75,2.625
2020-05-25,"Bulgaria","",6,28.2857142857143,2.85714285714286,-2.57142857142857,-0.285714285714286,NA,NA,6,8.42857142857143,2.52857142857143
2020-05-26,"Bulgaria","",10,26.2857142857143,2.57142857142857,-2,-0.285714285714286,NA,NA,10,7.96428571428571,2.38928571428571
2020-05-27,"Bulgaria","",17,24,2.42857142857143,-2.28571428571428,-0.142857142857143,NA,NA,17,8.25,2.475
2020-05-28,"Bulgaria","",17,20.8571428571429,2,-3.14285714285714,-0.428571428571428,NA,NA,17,8.35714285714286,2.50714285714286
2020-05-29,"Bulgaria","",8,16.1428571428571,1.57142857142857,-4.71428571428572,-0.428571428571429,NA,NA,8,8.32142857142857,2.49642857142857
2020-05-30,"Bulgaria","",14,13,1.85714285714286,-3.14285714285714,0.285714285714286,NA,NA,14,7.71428571428571,2.31428571428571
2020-05-31,"Bulgaria","",14,12.2857142857143,1.42857142857143,-0.714285714285714,-0.428571428571429,NA,NA,14,7.07142857142857,2.12142857142857
2020-06-01,"Bulgaria","",6,12.2857142857143,1.42857142857143,0,0,NA,NA,6,6.57142857142857,1.97142857142857
2020-06-02,"Bulgaria","",19,13.5714285714286,2,1.28571428571428,0.571428571428571,NA,NA,19,6,1.8
2020-06-03,"Bulgaria","",22,14.2857142857143,1.85714285714286,0.714285714285715,-0.142857142857143,NA,NA,22,5.21428571428571,1.56428571428571
2020-06-04,"Bulgaria","",25,15.4285714285714,1.85714285714286,1.14285714285714,0,NA,NA,25,4.03571428571429,1.21071428571429
2020-06-05,"Bulgaria","",42,20.2857142857143,3.28571428571429,4.85714285714286,1.42857142857143,NA,NA,42,3.25,0.975
2020-06-06,"Bulgaria","",84,30.2857142857143,3,10,-0.285714285714286,NA,NA,84,3.07142857142857,0.921428571428571
2020-06-07,"Bulgaria","",16,30.5714285714286,2.85714285714286,0.285714285714288,-0.142857142857143,NA,NA,16,3.07142857142857,0.921428571428571
2020-06-08,"Bulgaria","",83,41.5714285714286,3.42857142857143,11,0.571428571428571,NA,NA,83,3.39285714285714,1.01785714285714
2020-06-09,"Bulgaria","",79,50.1428571428571,3.28571428571429,8.57142857142858,-0.142857142857143,NA,NA,79,3.57142857142857,1.07142857142857
2020-06-10,"Bulgaria","",104,61.8571428571429,3,11.7142857142857,-0.285714285714286,NA,NA,104,3.85714285714286,1.15714285714286
2020-06-11,"Bulgaria","",93,71.5714285714286,3,9.71428571428572,0,NA,NA,93,5.07142857142857,1.52142857142857
2020-06-12,"Bulgaria","",105,80.5714285714286,1.85714285714286,9,-1.14285714285714,NA,NA,105,7.57142857142857,2.27142857142857
2020-06-13,"Bulgaria","",75,79.2857142857143,1.71428571428571,-1.28571428571428,-0.142857142857143,NA,NA,75,7.64285714285714,2.29285714285714
2020-06-14,"Bulgaria","",24,80.4285714285714,2,1.14285714285714,0.285714285714286,NA,NA,24,10.3928571428571,3.11785714285714
2020-06-15,"Bulgaria","",51,75.8571428571429,1.71428571428571,-4.57142857142857,-0.285714285714286,NA,NA,51,12.5357142857143,3.76071428571429
2020-06-16,"Bulgaria","",112,80.5714285714286,2,4.71428571428571,0.285714285714286,NA,NA,112,15.4642857142857,4.63928571428571
2020-06-17,"Bulgaria","",89,78.4285714285714,2.42857142857143,-2.14285714285714,0.428571428571428,NA,NA,89,17.8928571428571,5.36785714285714
2020-06-18,"Bulgaria","",132,84,3.14285714285714,5.57142857142857,0.714285714285714,NA,NA,132,20.1428571428571,6.04285714285714
2020-06-19,"Bulgaria","",81,80.5714285714286,3,-3.42857142857143,-0.142857142857143,NA,NA,81,19.8214285714286,5.94642857142857
2020-06-20,"Bulgaria","",117,86.5714285714286,3.85714285714286,6,0.857142857142857,NA,NA,117,20.1071428571429,6.03214285714286
2020-06-21,"Bulgaria","",33,87.8571428571429,3.57142857142857,1.28571428571429,-0.285714285714286,NA,NA,33,18.9642857142857,5.68928571428571
2020-06-22,"Bulgaria","",79,91.8571428571429,4.42857142857143,4,0.857142857142857,NA,NA,79,20.1428571428571,6.04285714285714
2020-06-23,"Bulgaria","",130,94.4285714285714,3.85714285714286,2.57142857142857,-0.571428571428572,NA,NA,130,19.6071428571429,5.88214285714286
2020-06-24,"Bulgaria","",128,100,3.57142857142857,5.57142857142857,-0.285714285714286,NA,NA,128,21,6.3
2020-06-25,"Bulgaria","",166,104.857142857143,3,4.85714285714286,-0.571428571428572,NA,NA,166,20.1428571428571,6.04285714285714
2020-06-26,"Bulgaria","",105,108.285714285714,3.14285714285714,3.42857142857143,0.142857142857143,NA,NA,105,21.6428571428571,6.49285714285714
2020-06-27,"Bulgaria","",112,107.571428571429,2.42857142857143,-0.714285714285722,-0.714285714285714,NA,NA,112,21.9642857142857,6.58928571428571
2020-06-28,"Bulgaria","",66,112.285714285714,2.85714285714286,4.71428571428572,0.428571428571429,NA,NA,66,22.9642857142857,6.88928571428571
2020-06-29,"Bulgaria","",140,121,2.28571428571429,8.71428571428571,-0.571428571428572,NA,NA,140,23.6071428571429,7.08214285714286
2020-06-30,"Bulgaria","",158,125,3.14285714285714,4,0.857142857142857,NA,NA,158,25,7.5
2020-07-01,"Bulgaria","",165,130.285714285714,3.28571428571429,5.28571428571428,0.142857142857143,NA,NA,165,26.2142857142857,7.86428571428571
2020-07-02,"Bulgaria","",161,129.571428571429,3,-0.714285714285694,-0.285714285714286,NA,NA,161,27.0714285714286,8.12142857142857
2020-07-03,"Bulgaria","",182,140.571428571429,3.42857142857143,11,0.428571428571428,NA,NA,182,26.8928571428571,8.06785714285714
2020-07-04,"Bulgaria","",180,150.285714285714,3.57142857142857,9.71428571428569,0.142857142857143,NA,NA,180,28.0714285714286,8.42142857142857
2020-07-05,"Bulgaria","",63,149.857142857143,3.85714285714286,-0.428571428571416,0.285714285714286,NA,NA,63,30.25,9.075
2020-07-06,"Bulgaria","",174,154.714285714286,3.85714285714286,4.85714285714286,0,NA,NA,174,31.25,9.375
2020-07-07,"Bulgaria","",188,159,3.42857142857143,4.28571428571428,-0.428571428571429,NA,NA,188,32.5714285714286,9.77142857142857
2020-07-08,"Bulgaria","",240,169.714285714286,3.85714285714286,10.7142857142857,0.428571428571429,NA,NA,240,32.3928571428571,9.71785714285714
2020-07-09,"Bulgaria","",330,193.857142857143,4.28571428571429,24.1428571428571,0.428571428571428,NA,NA,330,35.1428571428571,10.5428571428571
2020-07-10,"Bulgaria","",292,209.571428571429,4,15.7142857142857,-0.285714285714286,NA,NA,292,37.5714285714286,11.2714285714286
2020-07-11,"Bulgaria","",211,214,3.71428571428571,4.42857142857142,-0.285714285714286,NA,NA,211,37.4642857142857,11.2392857142857
2020-07-12,"Bulgaria","",77,216,3.14285714285714,2,-0.571428571428572,NA,NA,77,38.6785714285714,11.6035714285714
2020-07-13,"Bulgaria","",159,213.857142857143,3.71428571428571,-2.14285714285714,0.571428571428572,NA,NA,159,39.75,11.925
2020-07-14,"Bulgaria","",234,220.428571428571,4.14285714285714,6.57142857142856,0.428571428571429,NA,NA,234,42.4285714285714,12.7285714285714
2020-07-15,"Bulgaria","",232,219.285714285714,4.28571428571429,-1.14285714285714,0.142857142857142,NA,NA,232,48.4642857142857,14.5392857142857
2020-07-16,"Bulgaria","",267,210.285714285714,4.42857142857143,-9,0.142857142857143,NA,NA,267,52.3928571428571,15.7178571428571
2020-07-17,"Bulgaria","",298,211.142857142857,4.28571428571429,0.857142857142861,-0.142857142857143,NA,NA,298,53.5,16.05
2020-07-18,"Bulgaria","",196,209,4.57142857142857,-2.14285714285714,0.285714285714286,NA,NA,196,54,16.2
2020-07-19,"Bulgaria","",95,211.571428571429,4.57142857142857,2.57142857142858,0,NA,NA,95,53.4642857142857,16.0392857142857
2020-07-20,"Bulgaria","",196,216.857142857143,4.57142857142857,5.28571428571428,0,NA,NA,196,55.1071428571429,16.5321428571429
2020-07-21,"Bulgaria","",325,229.857142857143,4.28571428571429,13,-0.285714285714286,NA,NA,325,54.8214285714286,16.4464285714286
2020-07-22,"Bulgaria","",330,243.857142857143,4.57142857142857,14,0.285714285714286,NA,NA,330,52.5714285714286,15.7714285714286
2020-07-23,"Bulgaria","",269,244.142857142857,5.14285714285714,0.285714285714278,0.571428571428572,NA,NA,269,52.7857142857143,15.8357142857143
2020-07-24,"Bulgaria","",270,240.142857142857,5.71428571428571,-4,0.571428571428571,NA,NA,270,52.25,15.675
2020-07-25,"Bulgaria","",189,239.142857142857,5.57142857142857,-1,-0.142857142857143,NA,NA,189,52.8928571428571,15.8678571428571
2020-07-26,"Bulgaria","",115,242,5.71428571428571,2.85714285714286,0.142857142857143,NA,NA,115,54.2142857142857,16.2642857142857
2020-07-27,"Bulgaria","",194,241.714285714286,5.57142857142857,-0.285714285714278,-0.142857142857143,NA,NA,194,57.4642857142857,17.2392857142857
2020-07-28,"Bulgaria","",250,231,6,-10.7142857142857,0.428571428571429,NA,NA,250,60.9642857142857,18.2892857142857
2020-07-29,"Bulgaria","",284,224.428571428571,6.71428571428571,-6.57142857142858,0.714285714285714,NA,NA,284,61.0357142857143,18.3107142857143
2020-07-30,"Bulgaria","",265,223.857142857143,6.42857142857143,-0.571428571428555,-0.285714285714286,NA,NA,265,60.0357142857143,18.0107142857143
2020-07-31,"Bulgaria","",270,223.857142857143,6.57142857142857,0,0.142857142857142,NA,NA,270,59.7857142857143,17.9357142857143
2020-08-01,"Bulgaria","",146,217.714285714286,6.71428571428571,-6.14285714285714,0.142857142857143,NA,NA,146,60.5,18.15
2020-08-02,"Bulgaria","",119,218.285714285714,6.85714285714286,0.571428571428555,0.142857142857142,NA,NA,119,60.4285714285714,18.1285714285714
2020-08-03,"Bulgaria","",204,219.714285714286,8.14285714285714,1.42857142857144,1.28571428571429,NA,NA,204,57.75,17.325
2020-08-04,"Bulgaria","",255,220.428571428571,8.57142857142857,0.714285714285694,0.428571428571429,NA,NA,255,56.1071428571429,16.8321428571429
2020-08-05,"Bulgaria","",303,223.142857142857,8,2.71428571428572,-0.571428571428571,NA,NA,303,55.9642857142857,16.7892857142857
2020-08-06,"Bulgaria","",297,227.714285714286,8.71428571428571,4.57142857142858,0.714285714285714,NA,NA,297,55.9642857142857,16.7892857142857
2020-08-07,"Bulgaria","",195,217,8.42857142857143,-10.7142857142857,-0.285714285714285,NA,NA,195,54.4285714285714,16.3285714285714
2020-08-08,"Bulgaria","",134,215.285714285714,8.57142857142857,-1.71428571428572,0.142857142857142,NA,NA,134,54.5714285714286,16.3714285714286
2020-08-09,"Bulgaria","",53,205.857142857143,8.42857142857143,-9.42857142857142,-0.142857142857142,NA,NA,53,54.9285714285714,16.4785714285714
2020-08-10,"Bulgaria","",116,193.285714285714,7.85714285714286,-12.5714285714286,-0.571428571428572,NA,NA,116,55.1071428571429,16.5321428571429
2020-08-11,"Bulgaria","",210,186.857142857143,8,-6.42857142857142,0.142857142857143,NA,NA,210,55.7857142857143,16.7357142857143
2020-08-12,"Bulgaria","",171,168,8.28571428571429,-18.8571428571429,0.285714285714286,NA,NA,171,56.9285714285714,17.0785714285714
2020-08-13,"Bulgaria","",0,125.571428571429,6.71428571428571,-42.4285714285714,-1.57142857142857,NA,NA,0,54.25,16.275
2020-08-14,"Bulgaria","",350,147.714285714286,7.14285714285714,22.1428571428572,0.428571428571429,NA,NA,350,53.8214285714286,16.1464285714286
2020-08-15,"Bulgaria","",90,141.428571428571,7.14285714285714,-6.28571428571431,0,NA,NA,90,51.4642857142857,15.4392857142857
2020-08-16,"Bulgaria","",32,138.428571428571,7.28571428571429,-3,0.142857142857142,NA,NA,32,48.3214285714286,14.4964285714286
2020-08-17,"Bulgaria","",135,141.142857142857,7.57142857142857,2.71428571428572,0.285714285714286,NA,NA,135,46.7142857142857,14.0142857142857
2020-08-18,"Bulgaria","",169,135.285714285714,6.85714285714286,-5.85714285714286,-0.714285714285714,NA,NA,169,42,12.6
